participant_id,condition,wave,run_index,task_id,task_name,scenario,authored_order,display_index,answer,correct_answer,correct,confidence,dwell_seconds,prompts_on_task
636cc5fa559ec4d93e272972,ai-reliability,1,0,9,ypc_06,Young Professionals Consulting,4,7,Only statement 1 is correct.,Only statement 1 is correct.,1.0,49.0,126.68700003623962,1
636cc5fa559ec4d93e272972,ai-reliability,1,0,10,car_racing_01,Incentive Car Racing,5,13,Only statement 1 is correct.,Neither of the two statements is correct.,0.0,71.0,27.673999786376953,1
636cc5fa559ec4d93e272972,ai-reliability,1,0,11,car_racing_02,Incentive Car Racing,6,11,Only statement 2 is correct.,Both statements are correct.,0.0,16.0,26.883000135421753,1
636cc5fa559ec4d93e272972,ai-reliability,1,0,12,car_racing_03,Incentive Car Racing,7,12,Only statement 2 is correct.,Only statement 2 is correct.,1.0,44.0,41.53600001335144,1
636cc5fa559ec4d93e272972,ai-reliability,1,0,13,car_racing_05,Incentive Car Racing,8,10,Both statements are correct.,Only statement 1 is correct.,0.0,71.0,154.78600001335144,2
636cc5fa559ec4d93e272972,ai-reliability,1,0,14,graduation_party_01,Graduation Party,9,15,Only statement 2 is correct.,Only statement 2 is correct.,1.0,78.0,27.64800000190735,1
636cc5fa559ec4d93e272972,ai-reliability,1,0,15,graduation_party_05,Graduation Party,10,16,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,45.0,24.039000034332275,1
636cc5fa559ec4d93e272972,ai-reliability,1,0,16,graduation_party_06,Graduation Party,11,14,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,86.0,56.848000049591064,2
636cc5fa559ec4d93e272972,ai-reliability,1,0,17,graduation_party_07,Graduation Party,12,17,Neither of the two statements is correct.,Only statement 2 is correct.,0.0,55.0,28.447999954223633,1
5eb4547590acf228f8d965ae,ai-reliability,1,0,6,ypc_02,Young Professionals Consulting,1,16,Only statement 1 is correct.,Neither of the two statements is correct.,0.0,77.0,66.0239999294281,1
5eb4547590acf228f8d965ae,ai-reliability,1,0,7,ypc_03,Young Professionals Consulting,2,14,Only statement 1 is correct.,Only statement 2 is correct.,0.0,25.0,76.8420000076294,2
5eb4547590acf228f8d965ae,ai-reliability,1,0,8,ypc_05,Young Professionals Consulting,3,17,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,65.0,55.509000062942505,1
5eb4547590acf228f8d965ae,ai-reliability,1,0,9,ypc_06,Young Professionals Consulting,4,15,Both statements are correct.,Only statement 1 is correct.,0.0,39.0,172.24399995803833,1
5eb4547590acf228f8d965ae,ai-reliability,1,0,10,car_racing_01,Incentive Car Racing,5,10,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,66.0,93.21799993515015,2
5eb4547590acf228f8d965ae,ai-reliability,1,0,11,car_racing_02,Incentive Car Racing,6,13,Only statement 1 is correct.,Both statements are correct.,0.0,40.0,87.33300018310547,1
5eb4547590acf228f8d965ae,ai-reliability,1,0,12,car_racing_03,Incentive Car Racing,7,12,Neither of the two statements is correct.,Only statement 2 is correct.,0.0,42.0,59.230000019073486,1
5eb4547590acf228f8d965ae,ai-reliability,1,0,13,car_racing_05,Incentive Car Racing,8,11,Only statement 2 is correct.,Only statement 1 is correct.,0.0,39.0,58.6029999256134,1
5eb4547590acf228f8d965ae,ai-reliability,1,0,14,graduation_party_01,Graduation Party,9,9,Neither of the two statements is correct.,Only statement 2 is correct.,0.0,70.0,60.13000011444092,1
5eb4547590acf228f8d965ae,ai-reliability,1,0,15,graduation_party_05,Graduation Party,10,8,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,71.0,77.58999991416931,1
5eb4547590acf228f8d965ae,ai-reliability,1,0,16,graduation_party_06,Graduation Party,11,7,Only statement 1 is correct.,Neither of the two statements is correct.,0.0,58.0,136.3659999370575,1
5eb4547590acf228f8d965ae,ai-reliability,1,0,17,graduation_party_07,Graduation Party,12,6,Both statements are correct.,Only statement 2 is correct.,0.0,35.0,168.2940001487732,2
6a185f2e5f903801a7899ddd,ai-reliability,1,0,6,ypc_02,Young Professionals Consulting,1,8,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,63.0,248.01400017738342,1
6a185f2e5f903801a7899ddd,ai-reliability,1,0,7,ypc_03,Young Professionals Consulting,2,9,Only statement 2 is correct.,Only statement 2 is correct.,1.0,60.0,277.71599984169006,2
6a185f2e5f903801a7899ddd,ai-reliability,1,0,8,ypc_05,Young Professionals Consulting,3,6,Only statement 1 is correct.,Only statement 1 is correct.,1.0,62.0,405.65700006484985,6
6a185f2e5f903801a7899ddd,ai-reliability,1,0,9,ypc_06,Young Professionals Consulting,4,7,Only statement 1 is correct.,Only statement 1 is correct.,1.0,65.0,788.3539998531342,10
6a185f2e5f903801a7899ddd,ai-reliability,1,0,10,car_racing_01,Incentive Car Racing,5,16,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,70.0,18.00600004196167,1
6a185f2e5f903801a7899ddd,ai-reliability,1,0,11,car_racing_02,Incentive Car Racing,6,17,Both statements are correct.,Both statements are correct.,1.0,59.0,89.10099983215332,2
6a185f2e5f903801a7899ddd,ai-reliability,1,0,12,car_racing_03,Incentive Car Racing,7,15,Only statement 2 is correct.,Only statement 2 is correct.,1.0,44.0,63.50699996948242,1
6a185f2e5f903801a7899ddd,ai-reliability,1,0,13,car_racing_05,Incentive Car Racing,8,14,Both statements are correct.,Only statement 1 is correct.,0.0,49.0,108.27100014686584,1
6a185f2e5f903801a7899ddd,ai-reliability,1,0,14,graduation_party_01,Graduation Party,9,11,Only statement 2 is correct.,Only statement 2 is correct.,1.0,57.0,89.88100004196167,1
6a185f2e5f903801a7899ddd,ai-reliability,1,0,15,graduation_party_05,Graduation Party,10,13,Only statement 1 is correct.,Only statement 1 is correct.,1.0,54.0,27.533999919891357,1
6a185f2e5f903801a7899ddd,ai-reliability,1,0,16,graduation_party_06,Graduation Party,11,12,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,57.0,33.20900011062622,1
6a185f2e5f903801a7899ddd,ai-reliability,1,0,17,graduation_party_07,Graduation Party,12,10,Only statement 2 is correct.,Only statement 2 is correct.,1.0,58.0,229.84899997711182,3
67a9da49f62daef62d4f4d5c,ai-reliability,1,0,6,ypc_02,Young Professionals Consulting,1,17,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,98.0,95.58100008964539,1
67a9da49f62daef62d4f4d5c,ai-reliability,1,0,7,ypc_03,Young Professionals Consulting,2,16,Only statement 1 is correct.,Only statement 2 is correct.,0.0,55.0,84.43099999427795,1
67a9da49f62daef62d4f4d5c,ai-reliability,1,0,8,ypc_05,Young Professionals Consulting,3,15,Only statement 1 is correct.,Only statement 1 is correct.,1.0,98.0,190.0090000629425,2
67a9da49f62daef62d4f4d5c,ai-reliability,1,0,9,ypc_06,Young Professionals Consulting,4,14,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,63.0,198.01399993896484,2
67a9da49f62daef62d4f4d5c,ai-reliability,1,0,10,car_racing_01,Incentive Car Racing,5,10,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,89.0,390.4010000228882,1
67a9da49f62daef62d4f4d5c,ai-reliability,1,0,11,car_racing_02,Incentive Car Racing,6,11,Both statements are correct.,Both statements are correct.,1.0,61.0,392.5079998970032,2
67a9da49f62daef62d4f4d5c,ai-reliability,1,0,12,car_racing_03,Incentive Car Racing,7,12,Only statement 2 is correct.,Only statement 2 is correct.,1.0,42.0,117.00200009346008,1
67a9da49f62daef62d4f4d5c,ai-reliability,1,0,13,car_racing_05,Incentive Car Racing,8,13,Only statement 1 is correct.,Only statement 1 is correct.,1.0,95.0,150.41100001335144,1
67a9da49f62daef62d4f4d5c,ai-reliability,1,0,14,graduation_party_01,Graduation Party,9,9,Only statement 2 is correct.,Only statement 2 is correct.,1.0,100.0,467.55999994277954,2
67a9da49f62daef62d4f4d5c,ai-reliability,1,0,15,graduation_party_05,Graduation Party,10,7,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,89.0,194.97499990463257,3
67a9da49f62daef62d4f4d5c,ai-reliability,1,0,16,graduation_party_06,Graduation Party,11,8,Only statement 2 is correct.,Neither of the two statements is correct.,0.0,41.0,242.6690001487732,4
67a9da49f62daef62d4f4d5c,ai-reliability,1,0,17,graduation_party_07,Graduation Party,12,6,Neither of the two statements is correct.,Only statement 2 is correct.,0.0,77.0,182.9029998779297,2
665ddc38a270e0c579baf993,ai-reliability,1,0,6,ypc_02,Young Professionals Consulting,1,7,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,78.0,123.63299989700317,1
665ddc38a270e0c579baf993,ai-reliability,1,0,7,ypc_03,Young Professionals Consulting,2,8,Only statement 2 is correct.,Only statement 2 is correct.,1.0,43.0,108.50300002098083,1
665ddc38a270e0c579baf993,ai-reliability,1,0,8,ypc_05,Young Professionals Consulting,3,9,Only statement 1 is correct.,Only statement 1 is correct.,1.0,47.0,860.375,1
665ddc38a270e0c579baf993,ai-reliability,1,0,9,ypc_06,Young Professionals Consulting,4,6,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,36.0,115.13899993896484,1
665ddc38a270e0c579baf993,ai-reliability,1,0,10,car_racing_01,Incentive Car Racing,5,16,Only statement 1 is correct.,Neither of the two statements is correct.,0.0,91.0,51.77300000190735,1
665ddc38a270e0c579baf993,ai-reliability,1,0,11,car_racing_02,Incentive Car Racing,6,17,Only statement 2 is correct.,Both statements are correct.,0.0,36.0,59.91600012779236,1
665ddc38a270e0c579baf993,ai-reliability,1,0,12,car_racing_03,Incentive Car Racing,7,15,Only statement 2 is correct.,Only statement 2 is correct.,1.0,42.0,116.22599983215332,1
665ddc38a270e0c579baf993,ai-reliability,1,0,13,car_racing_05,Incentive Car Racing,8,14,Only statement 2 is correct.,Only statement 1 is correct.,0.0,20.0,83.06599998474121,1
665ddc38a270e0c579baf993,ai-reliability,1,0,14,graduation_party_01,Graduation Party,9,13,Only statement 2 is correct.,Only statement 2 is correct.,1.0,90.0,55.88499999046326,1
665ddc38a270e0c579baf993,ai-reliability,1,0,15,graduation_party_05,Graduation Party,10,11,Only statement 1 is correct.,Only statement 1 is correct.,1.0,65.0,98.01999998092651,1
665ddc38a270e0c579baf993,ai-reliability,1,0,16,graduation_party_06,Graduation Party,11,12,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,82.0,75.9280002117157,1
665ddc38a270e0c579baf993,ai-reliability,1,0,17,graduation_party_07,Graduation Party,12,10,Only statement 2 is correct.,Only statement 2 is correct.,1.0,61.0,82.87899994850159,1
6234a3d5cd2f63c705e5842d,ai-reliability,1,0,6,ypc_02,Young Professionals Consulting,1,12,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,75.0,56.460999965667725,1
6234a3d5cd2f63c705e5842d,ai-reliability,1,0,7,ypc_03,Young Professionals Consulting,2,10,Both statements are correct.,Only statement 2 is correct.,0.0,42.0,145.81299996376038,1
6234a3d5cd2f63c705e5842d,ai-reliability,1,0,8,ypc_05,Young Professionals Consulting,3,13,Only statement 1 is correct.,Only statement 1 is correct.,1.0,54.0,63.180999994277954,1
6234a3d5cd2f63c705e5842d,ai-reliability,1,0,9,ypc_06,Young Professionals Consulting,4,11,Only statement 2 is correct.,Only statement 1 is correct.,0.0,23.0,108.29200005531311,1
6234a3d5cd2f63c705e5842d,ai-reliability,1,0,10,car_racing_01,Incentive Car Racing,5,6,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,93.0,160.03600001335144,1
6234a3d5cd2f63c705e5842d,ai-reliability,1,0,11,car_racing_02,Incentive Car Racing,6,7,Only statement 2 is correct.,Both statements are correct.,0.0,87.0,96.09500002861023,1
6234a3d5cd2f63c705e5842d,ai-reliability,1,0,12,car_racing_03,Incentive Car Racing,7,9,Neither of the two statements is correct.,Only statement 2 is correct.,0.0,84.0,71.54700016975403,1
6234a3d5cd2f63c705e5842d,ai-reliability,1,0,13,car_racing_05,Incentive Car Racing,8,8,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,24.0,175.38899993896484,1
6234a3d5cd2f63c705e5842d,ai-reliability,1,0,14,graduation_party_01,Graduation Party,9,15,Only statement 2 is correct.,Only statement 2 is correct.,1.0,73.0,47.21900010108948,1
6234a3d5cd2f63c705e5842d,ai-reliability,1,0,15,graduation_party_05,Graduation Party,10,17,Only statement 1 is correct.,Only statement 1 is correct.,1.0,58.0,52.50600004196167,1
6234a3d5cd2f63c705e5842d,ai-reliability,1,0,16,graduation_party_06,Graduation Party,11,16,Only statement 2 is correct.,Neither of the two statements is correct.,0.0,75.0,32.8289999961853,1
6234a3d5cd2f63c705e5842d,ai-reliability,1,0,17,graduation_party_07,Graduation Party,12,14,Only statement 1 is correct.,Only statement 2 is correct.,0.0,50.0,123.58999991416931,1
5edf878332e230257937edd1,ai-reliability,1,0,6,ypc_02,Young Professionals Consulting,1,16,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,92.0,56.34600019454956,2
5edf878332e230257937edd1,ai-reliability,1,0,7,ypc_03,Young Professionals Consulting,2,17,Only statement 1 is correct.,Only statement 2 is correct.,0.0,23.0,56.04099988937378,2
5edf878332e230257937edd1,ai-reliability,1,0,8,ypc_05,Young Professionals Consulting,3,15,Only statement 1 is correct.,Only statement 1 is correct.,1.0,54.0,46.39699983596802,2
5edf878332e230257937edd1,ai-reliability,1,0,9,ypc_06,Young Professionals Consulting,4,14,Only statement 2 is correct.,Only statement 1 is correct.,0.0,26.0,50.8050000667572,2
5edf878332e230257937edd1,ai-reliability,1,0,10,car_racing_01,Incentive Car Racing,5,7,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,99.0,60.325000047683716,2
5edf878332e230257937edd1,ai-reliability,1,0,11,car_racing_02,Incentive Car Racing,6,9,Only statement 2 is correct.,Both statements are correct.,0.0,21.0,38.954999923706055,2
5edf878332e230257937edd1,ai-reliability,1,0,12,car_racing_03,Incentive Car Racing,7,6,Neither of the two statements is correct.,Only statement 2 is correct.,0.0,98.0,58.519999980926514,2
5edf878332e230257937edd1,ai-reliability,1,0,13,car_racing_05,Incentive Car Racing,8,8,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,38.0,52.924999952316284,2
5edf878332e230257937edd1,ai-reliability,1,0,14,graduation_party_01,Graduation Party,9,10,Only statement 2 is correct.,Only statement 2 is correct.,1.0,96.0,39.45700001716614,2
5edf878332e230257937edd1,ai-reliability,1,0,15,graduation_party_05,Graduation Party,10,11,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,56.0,43.7260000705719,2
5edf878332e230257937edd1,ai-reliability,1,0,16,graduation_party_06,Graduation Party,11,13,Only statement 2 is correct.,Neither of the two statements is correct.,0.0,91.0,42.12700009346008,2
5edf878332e230257937edd1,ai-reliability,1,0,17,graduation_party_07,Graduation Party,12,12,Neither of the two statements is correct.,Only statement 2 is correct.,0.0,71.0,62.174999952316284,2
69fced1caced4f03469e3287,ai-reliability,1,0,6,ypc_02,Young Professionals Consulting,1,8,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,99.0,208.2170000076294,3
69fced1caced4f03469e3287,ai-reliability,1,0,7,ypc_03,Young Professionals Consulting,2,6,Only statement 1 is correct.,Only statement 2 is correct.,0.0,100.0,403.2810001373291,3
69fced1caced4f03469e3287,ai-reliability,1,0,8,ypc_05,Young Professionals Consulting,3,7,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,99.0,261.04900002479553,2
69fced1caced4f03469e3287,ai-reliability,1,0,9,ypc_06,Young Professionals Consulting,4,9,Both statements are correct.,Only statement 1 is correct.,0.0,99.0,118.04899978637695,2
69fced1caced4f03469e3287,ai-reliability,1,0,10,car_racing_01,Incentive Car Racing,5,10,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,98.0,204.13000011444092,2
69fced1caced4f03469e3287,ai-reliability,1,0,11,car_racing_02,Incentive Car Racing,6,13,Only statement 2 is correct.,Both statements are correct.,0.0,100.0,132.8949999809265,3
69fced1caced4f03469e3287,ai-reliability,1,0,12,car_racing_03,Incentive Car Racing,7,11,Only statement 2 is correct.,Only statement 2 is correct.,1.0,99.0,155.30099987983704,2
69fced1caced4f03469e3287,ai-reliability,1,0,13,car_racing_05,Incentive Car Racing,8,12,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,96.0,136.73400020599365,3
69fced1caced4f03469e3287,ai-reliability,1,0,14,graduation_party_01,Graduation Party,9,16,Only statement 2 is correct.,Only statement 2 is correct.,1.0,99.0,226.10599994659424,5
69fced1caced4f03469e3287,ai-reliability,1,0,15,graduation_party_05,Graduation Party,10,14,Only statement 1 is correct.,Only statement 1 is correct.,1.0,100.0,111.91799998283386,2
69fced1caced4f03469e3287,ai-reliability,1,0,16,graduation_party_06,Graduation Party,11,15,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,100.0,224.4649999141693,4
69fced1caced4f03469e3287,ai-reliability,1,0,17,graduation_party_07,Graduation Party,12,17,Neither of the two statements is correct.,Only statement 2 is correct.,0.0,59.0,337.0680000782013,10
6a243b3f378e1499259d8683,ai-reliability,1,0,6,ypc_02,Young Professionals Consulting,1,9,Only statement 1 is correct.,Neither of the two statements is correct.,0.0,100.0,47.360000133514404,1
6a243b3f378e1499259d8683,ai-reliability,1,0,7,ypc_03,Young Professionals Consulting,2,7,Only statement 1 is correct.,Only statement 2 is correct.,0.0,86.0,87.51999998092651,1
6a243b3f378e1499259d8683,ai-reliability,1,0,8,ypc_05,Young Professionals Consulting,3,6,Both statements are correct.,Only statement 1 is correct.,0.0,92.0,77.25699996948242,1
6a243b3f378e1499259d8683,ai-reliability,1,0,9,ypc_06,Young Professionals Consulting,4,8,Both statements are correct.,Only statement 1 is correct.,0.0,100.0,55.24799990653992,1
6a243b3f378e1499259d8683,ai-reliability,1,0,10,car_racing_01,Incentive Car Racing,5,14,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,100.0,98.47199988365173,3
6a243b3f378e1499259d8683,ai-reliability,1,0,11,car_racing_02,Incentive Car Racing,6,17,Only statement 2 is correct.,Both statements are correct.,0.0,95.0,47.58299994468689,1
6a243b3f378e1499259d8683,ai-reliability,1,0,12,car_racing_03,Incentive Car Racing,7,15,Neither of the two statements is correct.,Only statement 2 is correct.,0.0,83.0,48.88700008392334,1
6a243b3f378e1499259d8683,ai-reliability,1,0,13,car_racing_05,Incentive Car Racing,8,16,Only statement 1 is correct.,Only statement 1 is correct.,1.0,72.0,57.68600010871887,1
6a243b3f378e1499259d8683,ai-reliability,1,0,14,graduation_party_01,Graduation Party,9,11,Both statements are correct.,Only statement 2 is correct.,0.0,100.0,44.680999994277954,1
6a243b3f378e1499259d8683,ai-reliability,1,0,15,graduation_party_05,Graduation Party,10,12,Only statement 1 is correct.,Only statement 1 is correct.,1.0,100.0,209.59499979019165,5
6a243b3f378e1499259d8683,ai-reliability,1,0,16,graduation_party_06,Graduation Party,11,13,Only statement 2 is correct.,Neither of the two statements is correct.,0.0,100.0,37.93900012969971,1
6a243b3f378e1499259d8683,ai-reliability,1,0,17,graduation_party_07,Graduation Party,12,10,Only statement 2 is correct.,Only statement 2 is correct.,1.0,100.0,54.60199999809265,1
647869e6f69318bacc341d53,ai-reliability,1,0,6,ypc_02,Young Professionals Consulting,1,13,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,75.0,35.336000204086304,1
647869e6f69318bacc341d53,ai-reliability,1,0,7,ypc_03,Young Professionals Consulting,2,10,Both statements are correct.,Only statement 2 is correct.,0.0,28.0,73.64800000190735,2
647869e6f69318bacc341d53,ai-reliability,1,0,8,ypc_05,Young Professionals Consulting,3,11,Only statement 2 is correct.,Only statement 1 is correct.,0.0,33.0,54.205000162124634,2
647869e6f69318bacc341d53,ai-reliability,1,0,9,ypc_06,Young Professionals Consulting,4,12,Both statements are correct.,Only statement 1 is correct.,0.0,44.0,34.10099983215332,1
647869e6f69318bacc341d53,ai-reliability,1,0,10,car_racing_01,Incentive Car Racing,5,15,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,89.0,86.91199994087219,1
647869e6f69318bacc341d53,ai-reliability,1,0,11,car_racing_02,Incentive Car Racing,6,16,Only statement 2 is correct.,Both statements are correct.,0.0,74.0,73.26900005340576,1
647869e6f69318bacc341d53,ai-reliability,1,0,12,car_racing_03,Incentive Car Racing,7,17,Only statement 2 is correct.,Only statement 2 is correct.,1.0,73.0,88.8420000076294,1
647869e6f69318bacc341d53,ai-reliability,1,0,13,car_racing_05,Incentive Car Racing,8,14,Only statement 1 is correct.,Only statement 1 is correct.,1.0,26.0,49.1489999294281,2
647869e6f69318bacc341d53,ai-reliability,1,0,14,graduation_party_01,Graduation Party,9,9,Only statement 2 is correct.,Only statement 2 is correct.,1.0,76.0,37.11399984359741,1
647869e6f69318bacc341d53,ai-reliability,1,0,15,graduation_party_05,Graduation Party,10,8,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,55.0,28.600000143051147,1
647869e6f69318bacc341d53,ai-reliability,1,0,16,graduation_party_06,Graduation Party,11,7,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,79.0,44.42699980735779,1
647869e6f69318bacc341d53,ai-reliability,1,0,17,graduation_party_07,Graduation Party,12,6,Both statements are correct.,Only statement 2 is correct.,0.0,58.0,126.87600016593933,2
6a03636a700eaf3d19f2809a,ai-reliability,1,0,6,ypc_02,Young Professionals Consulting,1,17,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,100.0,44.354000091552734,1
6a03636a700eaf3d19f2809a,ai-reliability,1,0,7,ypc_03,Young Professionals Consulting,2,15,Only statement 1 is correct.,Only statement 2 is correct.,0.0,98.0,41.70799994468689,1
6a03636a700eaf3d19f2809a,ai-reliability,1,0,8,ypc_05,Young Professionals Consulting,3,14,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,100.0,53.74300003051758,1
6a03636a700eaf3d19f2809a,ai-reliability,1,0,9,ypc_06,Young Professionals Consulting,4,16,Only statement 2 is correct.,Only statement 1 is correct.,0.0,100.0,52.609999895095825,1
6a03636a700eaf3d19f2809a,ai-reliability,1,0,10,car_racing_01,Incentive Car Racing,5,6,Only statement 1 is correct.,Neither of the two statements is correct.,0.0,99.0,71.19099998474121,1
6a03636a700eaf3d19f2809a,ai-reliability,1,0,11,car_racing_02,Incentive Car Racing,6,8,Only statement 2 is correct.,Both statements are correct.,0.0,98.0,30.241999864578247,1
6a03636a700eaf3d19f2809a,ai-reliability,1,0,12,car_racing_03,Incentive Car Racing,7,9,Both statements are correct.,Only statement 2 is correct.,0.0,98.0,51.504000186920166,1
6a03636a700eaf3d19f2809a,ai-reliability,1,0,13,car_racing_05,Incentive Car Racing,8,7,Only statement 1 is correct.,Only statement 1 is correct.,1.0,98.0,52.96300005912781,1
6a03636a700eaf3d19f2809a,ai-reliability,1,0,14,graduation_party_01,Graduation Party,9,10,Both statements are correct.,Only statement 2 is correct.,0.0,100.0,40.77799987792969,1
6a03636a700eaf3d19f2809a,ai-reliability,1,0,15,graduation_party_05,Graduation Party,10,12,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,100.0,53.19199991226196,1
6a03636a700eaf3d19f2809a,ai-reliability,1,0,16,graduation_party_06,Graduation Party,11,13,Only statement 2 is correct.,Neither of the two statements is correct.,0.0,100.0,55.0550000667572,1
6a03636a700eaf3d19f2809a,ai-reliability,1,0,17,graduation_party_07,Graduation Party,12,11,Neither of the two statements is correct.,Only statement 2 is correct.,0.0,100.0,49.18600010871887,1
5e1da370b734b411521e22ed,ai-reliability,1,0,6,ypc_02,Young Professionals Consulting,1,12,Only statement 1 is correct.,Neither of the two statements is correct.,0.0,68.0,34.48899984359741,1
5e1da370b734b411521e22ed,ai-reliability,1,0,7,ypc_03,Young Professionals Consulting,2,11,Only statement 1 is correct.,Only statement 2 is correct.,0.0,47.0,51.91499996185303,1
5e1da370b734b411521e22ed,ai-reliability,1,0,8,ypc_05,Young Professionals Consulting,3,10,Only statement 1 is correct.,Only statement 1 is correct.,1.0,48.0,75.18400001525879,1
5e1da370b734b411521e22ed,ai-reliability,1,0,9,ypc_06,Young Professionals Consulting,4,13,Both statements are correct.,Only statement 1 is correct.,0.0,50.0,31.414000034332275,1
5e1da370b734b411521e22ed,ai-reliability,1,0,10,car_racing_01,Incentive Car Racing,5,14,Only statement 1 is correct.,Neither of the two statements is correct.,0.0,64.0,64.05599999427795,1
5e1da370b734b411521e22ed,ai-reliability,1,0,11,car_racing_02,Incentive Car Racing,6,16,Only statement 2 is correct.,Both statements are correct.,0.0,39.0,17.649999856948853,1
5e1da370b734b411521e22ed,ai-reliability,1,0,12,car_racing_03,Incentive Car Racing,7,15,Only statement 2 is correct.,Only statement 2 is correct.,1.0,49.0,25.225000143051147,1
5e1da370b734b411521e22ed,ai-reliability,1,0,13,car_racing_05,Incentive Car Racing,8,17,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,44.0,107.34899997711182,1
5e1da370b734b411521e22ed,ai-reliability,1,0,14,graduation_party_01,Graduation Party,9,8,Only statement 2 is correct.,Only statement 2 is correct.,1.0,70.0,32.912999868392944,1
5e1da370b734b411521e22ed,ai-reliability,1,0,15,graduation_party_05,Graduation Party,10,9,Only statement 1 is correct.,Only statement 1 is correct.,1.0,56.0,28.69600009918213,1
5e1da370b734b411521e22ed,ai-reliability,1,0,16,graduation_party_06,Graduation Party,11,6,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,88.0,83.1269998550415,1
5e1da370b734b411521e22ed,ai-reliability,1,0,17,graduation_party_07,Graduation Party,12,7,Neither of the two statements is correct.,Only statement 2 is correct.,0.0,44.0,65.39300012588501,1
61505373bc903980a66ab1e1,ai-reliability,1,0,6,ypc_02,Young Professionals Consulting,1,15,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,72.0,64.54499983787537,2
61505373bc903980a66ab1e1,ai-reliability,1,0,7,ypc_03,Young Professionals Consulting,2,14,Only statement 1 is correct.,Only statement 2 is correct.,0.0,44.0,70.52600002288818,2
61505373bc903980a66ab1e1,ai-reliability,1,0,8,ypc_05,Young Professionals Consulting,3,17,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,79.0,59.730000019073486,2
61505373bc903980a66ab1e1,ai-reliability,1,0,9,ypc_06,Young Professionals Consulting,4,16,Neither of the two statements is correct.,Only statement 1 is correct.,0.0,59.0,228.5550000667572,2
61505373bc903980a66ab1e1,ai-reliability,1,0,10,car_racing_01,Incentive Car Racing,5,7,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,87.0,68.27699995040894,2
61505373bc903980a66ab1e1,ai-reliability,1,0,11,car_racing_02,Incentive Car Racing,6,9,Only statement 2 is correct.,Both statements are correct.,0.0,42.0,53.73300004005432,2
61505373bc903980a66ab1e1,ai-reliability,1,0,12,car_racing_03,Incentive Car Racing,7,6,Neither of the two statements is correct.,Only statement 2 is correct.,0.0,68.0,124.1859998703003,3
61505373bc903980a66ab1e1,ai-reliability,1,0,13,car_racing_05,Incentive Car Racing,8,8,Both statements are correct.,Only statement 1 is correct.,0.0,89.0,90.01200008392334,2
61505373bc903980a66ab1e1,ai-reliability,1,0,14,graduation_party_01,Graduation Party,9,10,Only statement 2 is correct.,Only statement 2 is correct.,1.0,75.0,66.89499998092651,2
61505373bc903980a66ab1e1,ai-reliability,1,0,15,graduation_party_05,Graduation Party,10,13,Only statement 1 is correct.,Only statement 1 is correct.,1.0,76.0,64.68600010871887,2
61505373bc903980a66ab1e1,ai-reliability,1,0,16,graduation_party_06,Graduation Party,11,12,Neither of the two statements is correct.,Neither of the two statements is correct.,1.0,76.0,65.95099997520447,1
61505373bc903980a66ab1e1,ai-reliability,1,0,17,graduation_party_07,Graduation Party,12,11,Neither of the two statements is correct.,Only statement 2 is correct.,0.0,76.0,70.1949999332428,2
