participant_id,condition,item,question,text,codes
5cacc30ef7db0100175998e7,alternatives,pooled,manipulation (pooled),Didn't really do anything,no_change
69ed80361ac67e060ad6e85e,alternatives,pooled,manipulation (pooled),Different answers made me ask follow_up questions and check the reasoning more carefully.,more_careful
68123a73ba06c472ccd5edb8,alternatives,pooled,manipulation (pooled),No not really,no_change
5fb281433a31c686f0ec3ecb,alternatives,pooled,manipulation (pooled),it remained the same,UNCODED
66e1961788c0c89fa75ecb42,alternatives,pooled,manipulation (pooled),yes,UNCODED
6a05ee899cecc3b8b6d7f6a9,alternatives,pooled,manipulation (pooled),"Very much, pushed me analyse and challenge the AI",UNCODED
6a09d6941d61d7f9899ff0ac,alternatives,pooled,manipulation (pooled),"Slightly, I could compare.",UNCODED
6a491aa7aaf10918bfb6954d,alternatives,pooled,manipulation (pooled),They made me think about what would be the more realistic answer.,more_careful
5f84e472052cf81ae5752252,alternatives,pooled,manipulation (pooled),made me think more critically,more_careful
5fb3eee93064870009d4ed30,alternatives,pooled,manipulation (pooled),It didn't as I'm happy and used to chatting with AI to review its own output,UNCODED
629dd4199343d7710fcdb39c,alternatives,pooled,manipulation (pooled),"If the AIs agreed then it made me more likely to trust the answers, although I would still check them.",UNCODED
5c5ff87f8c0552000109d7de,alternatives,pooled,manipulation (pooled),I interacted with it in the same way,UNCODED
6a25b8b3be3afd2e1c895f96,alternatives,pooled,manipulation (pooled),I tried to figure out which was wrong but it was pretty difficult to do so as there was so much info,UNCODED
6a207b2c1a84a11c40e28dd0,alternatives,pooled,manipulation (pooled),not really,no_change
659d52af923c07a8e1aac79a,alternatives,pooled,manipulation (pooled),made me think more,more_careful
63e8a4efd541d6d1d3f2bb89,alternatives,pooled,manipulation (pooled),Any discrepancies between the two highlighted to me that I should be carefully checking both responses/ the correct answer.,more_careful
6551469abe377d3646c6cd6e,alternatives,pooled,manipulation (pooled),i had to quickly double check over it,more_careful
63e5412532b6ef655b596338,alternatives,pooled,manipulation (pooled),"Yeah, it made me realise that they can sometimes be wrong and I shouldn't always trust their answers",UNCODED
6a01c1a9359a62df3c7e44cb,alternatives,pooled,manipulation (pooled),multiple outputs gave me data to cross-reference,UNCODED
6a105589ebb19a9c0de90949,alternatives,pooled,manipulation (pooled),it changed it significantly.,UNCODED
5aafe2a9fb22320001babb3a,alternatives,pooled,manipulation (pooled),"I had to ask the AI to be honest and not give me a answer that aint true, and I had to tell it that I received an answer that is different.",UNCODED
6a15d35d97c9ae5e06f572af,alternatives,pooled,manipulation (pooled),Choose carefully,more_careful
69f10174456b2d60465d8350,alternatives,pooled,manipulation (pooled),i stopper blindly trusting the answers,UNCODED
6a58b015795466b0e827a675,alternatives,pooled,manipulation (pooled),It made me second guess its answers. I had to check the scenarios more,UNCODED
5f392fae9168cc472f0468f6,alternatives,pooled,manipulation (pooled),I don't think it changed anything,UNCODED
6676d41ded1cb587040780e3,alternatives,pooled,manipulation (pooled),they made me reaslise that AI cant be trusted without double checking the answers,more_careful
69162d60bbb2b3e0981e6521,alternatives,pooled,manipulation (pooled),postive,UNCODED
6a07fdc3d6f0cebc8d73922e,alternatives,pooled,manipulation (pooled),Absolutely - it made me realise that it was interpreting the information differently.,UNCODED
55d51a6b8ce09000127d4821,alternatives,pooled,manipulation (pooled),"It showed me that AI models can think differently and that although they sound confident, they aren't necessarily giving me the correct answer.",UNCODED
69fd21146ec1cd3f5cf58aa2,alternatives,pooled,manipulation (pooled),When they disagreed with each other I questioned the reliability more,UNCODED
6a1c84e1bb1c82a05c2deead,alternatives,pooled,manipulation (pooled),"It wsa nice to see alternative perspectives with similar answers, it was reassuring.",trust_more
69fc8055319a58b14e700432,alternatives,pooled,manipulation (pooled),I questioned the reasoning at times partly using arguments from the other AI,UNCODED
6a21c6513a6c4fe6762d46bd,alternatives,pooled,manipulation (pooled),"Again, similar to the above, the multiple alternatives meant that I had a choice in terms of what I thought could be the right answer. When it comes to advanced planning or organisation, with a lot of calculation, it's important to review answers properly. In the best case scenario with more time, you could work it out yourself as well",slowed_friction
6023f94d1951e70ae21770ec,alternatives,pooled,manipulation (pooled),I trusted one assistant more than other,UNCODED
67673a7ecec3cd778dfbd91f,alternatives,pooled,manipulation (pooled),it was a little confusing so i feel i didn't interact with it like i usually would but i felt the answers gave me enough detail to make my choice,UNCODED
6694751cee786dace40d4112,alternatives,pooled,manipulation (pooled),no,no_change
60c39b2c50f631d28eb09b60,alternatives,pooled,manipulation (pooled),It make me consider things a little more.,UNCODED
69ece68ef03e274276ba73c8,alternatives,pooled,manipulation (pooled),neither,UNCODED
598f22af33481c000164d359,alternatives,pooled,manipulation (pooled),I got AI to double check as many times as I felt necessary,more_careful
6a101293fd6e7c493e3b4ff7,alternatives,pooled,manipulation (pooled),compared how comprehensive they sounded.,UNCODED
6a14c4f28aee84ae414353a5,alternatives,pooled,manipulation (pooled),"yes, get ai to check their answers",UNCODED
60154af277ec314fd8fe1449,alternatives,pooled,manipulation (pooled),It made me more cautious in trusting the answers given,more_careful
6a01fb37db575dd348af07d1,alternatives,pooled,manipulation (pooled),It made me double check their workings out to see if any were corret,more_careful
676db977f398d4be462fca83,alternatives,pooled,manipulation (pooled),i started to get a bit overwhelmed and confuised,UNCODED
69f48669f09bb26f32069f27,alternatives,pooled,manipulation (pooled),It didn't change the way I interacted but it did make me question the answers more since on alot they each gave a different answer.,no_change
60745654775360c343322bd9,alternatives,pooled,manipulation (pooled),It made me question the truth when replies were different.,more_careful;trust_less
56b6e2fcf2fc70000c32f9d5,alternatives,pooled,manipulation (pooled),I tried to make it more analytical. I also lost trust in the answers and consequently lost confidence in my own answers,trust_less
69e7da37fa7a6441a477386f,alternatives,pooled,manipulation (pooled),It forced me to be more critical of the models reponse,more_careful
65c242831388550b0a42bd25,alternatives,pooled,manipulation (pooled),encouraged questionning,UNCODED
6a07658dda0017a86f04f995,alternatives,pooled,manipulation (pooled),"yes, it did especially having them give incorrect answers",UNCODED
6761e75cf22f2b17fc157335,alternatives,pooled,manipulation (pooled),"I think it made me a bit more sceptical, because the AI sometimes changed its mind after the initial response, after I asked it to double check its answers",more_careful;trust_less
6a257563faa98b484c52eb69,alternatives,pooled,manipulation (pooled),I was able to see different perspectives side by side and choose which looked better,UNCODED
5c3e562ebff5620001e34dd5,alternatives,pooled,manipulation (pooled),"It made me more suspicious of it, it made them both feel very poor quality, like they were just guessing, because their answers were not the same as each other.",trust_less
5951a92fcea3470001827a18,alternatives,pooled,manipulation (pooled),Unsure.,UNCODED
5b39fe0206f9f90001fb91c8,alternatives,pooled,manipulation (pooled),No difference,no_change
5999aedebbe8480001796677,alternatives,pooled,manipulation (pooled),no,no_change
60c5165878a82f763c29536a,alternatives,pooled,manipulation (pooled),When AI gave me multiple alternatives it helped me compare the answers more easily. If both agreed I felt certain but if they disagreed I was more cautious and adjusted the slider lower.,more_careful
6a072733481f9ae0a474664e,alternatives,pooled,manipulation (pooled),It made me read the answers more carefully to see which one I agreed with the most,more_careful
58bfee7de5869400018f5e9e,alternatives,pooled,manipulation (pooled),It was confusing when the answer was not the same between both alternatives,UNCODED
542bdb6dfdf99b324ea37c3a,alternatives,pooled,manipulation (pooled),not really,no_change
677c00e0f6d8cdcff534ecb7,alternatives,pooled,manipulation (pooled),I think that it made me a bit more flexible in the way that I considered whether either statement was true. I think that it made me think a little bit harder than I would normally if I were using an AI model to plan things or events out. I usually just copy and paste things into an AI model and let it work things out because I'm quite bad at planning things.,more_careful
644a9152838d4d270af3b94f,alternatives,pooled,manipulation (pooled),"yes, i used them against each other to see if it changed minds/responses.",UNCODED
5dcdbf658d32d102ba69e839,alternatives,pooled,manipulation (pooled),I found it quite difficult to wrap my head around the multiple answers but it meant I was extra vigilant,UNCODED
69ea564f2751bfb18c2c7c79,alternatives,pooled,manipulation (pooled),i used both replies to build the correct answer,UNCODED
671ac509e93a57b5220b3d4e,alternatives,pooled,manipulation (pooled),confusing,UNCODED
60e02be4699a3f5cbe314e99,alternatives,pooled,manipulation (pooled),I wanted them both to check the answers and wanted both of them to come to the same conclusions,UNCODED
59961863004c4f0001cc864a,alternatives,pooled,manipulation (pooled),I kept asking til both agreed.,UNCODED
69fb5b3f4a9a2b584b72f80f,alternatives,pooled,manipulation (pooled),No,no_change
6752efd86136ec83b4e576bc,alternatives,pooled,manipulation (pooled),It made me to be looking for correlated answers as a strong signal.,UNCODED
57b6dfafe2d5a60001099543,alternatives,pooled,manipulation (pooled),it made me more uncertain when the answers differed,UNCODED
6768758c4deabe73a9da9a5e,alternatives,pooled,manipulation (pooled),it made me want clearer tables so I could see where the inaccuracies were.,UNCODED
6a034d39ee8639d4c7a0cdd8,alternatives,pooled,manipulation (pooled),I didn't take anything for granted and it allowed me to scrutanise their answers,UNCODED
69ff14a9f746a9d2108f74d0,alternatives,pooled,manipulation (pooled),I feel more confident about my answers.,UNCODED
6a1d9d56cfece324378b6731,alternatives,pooled,manipulation (pooled),"Where the outputs differed, I would ask further questions to ascertain which model/version had made the mistake and read the reasoning and scenarioin more depth. I had lower confidence in these responses.",UNCODED
6a009fb698bfd622eca974a9,alternatives,pooled,manipulation (pooled),It made me disregard one of them when I saw that it was consistently incorrect,UNCODED
6a1f21e58f39c832ba2d163a,alternatives,pooled,manipulation (pooled),no,no_change
69fa52e3a42b2256bfe76c97,alternatives,pooled,manipulation (pooled),It made me choose of the AI's over the other- not ideal because that AI could really be wrong too,trust_less
6604764cc6719060ae2f667c,alternatives,pooled,manipulation (pooled),,UNCODED
67d01671bd666a9fb9c603fb,alternatives,pooled,manipulation (pooled),N/A,no_change
6a038221e63d68a1f45e2060,alternatives,pooled,manipulation (pooled),it made me double check if the answers deviated from one and other,more_careful
5eaae0b28ba2df0570296c3a,alternatives,pooled,manipulation (pooled),Lost trust with some answers,trust_less
66cdcee5b3f3d7136c690de0,alternatives,pooled,manipulation (pooled),made me more doubtful,trust_less
6446839f023ba8de55365437,alternatives,pooled,manipulation (pooled),it confused me but asking twice i reached a common reply from both,UNCODED
6658b1d67df7606690e4d6da,alternatives,pooled,manipulation (pooled),No,no_change
6676b999f1116e55d774817f,alternatives,pooled,manipulation (pooled),Made me second guess,UNCODED
6043a1dc4c33ef37c64f0812,alternatives,pooled,manipulation (pooled),"yes for sure it made me worry a bit more about answers especially when they differed, i was much more cautious and read the reasoning",more_careful
6126c376b030f1ef149929fb,alternatives,pooled,manipulation (pooled),Yes it did change it and I had to question the result when they did not match each other however I also then lost confidence in the one answer being correct.,UNCODED
69f1565fdf85268879a918d9,alternatives,pooled,manipulation (pooled),I double checked the working and got the ai to double check and explain its reasoning,more_careful
5c61d9cd6f57a000014a8fc4,alternatives,pooled,manipulation (pooled),"When one said one thing, the other said the other thing, I then felt like I lost trust in the AI and needed the calculations rechecked",trust_less
66c0382392286c820e1d3623,alternatives,pooled,manipulation (pooled),made me question the ai and wonder why it gave different answers as i assumed both ai would give the same answer,more_careful;trust_less
6a08dbc70f88fa516082241a,alternatives,pooled,manipulation (pooled),it clearly demonstrated the scerios,UNCODED
5c3fa8f562ada90001275f5e,alternatives,pooled,manipulation (pooled),It made me look at certain logic the AI models applied,more_careful
6a0b2e634890878fbf46baad,alternatives,pooled,manipulation (pooled),the different AI gave different answers so I checked those. If they both agreed I still checked but was happier to accept the answer,UNCODED
6a1b23ab6edd3063c9739989,alternatives,pooled,manipulation (pooled),If I got two different answers I asked the AI to re run its last prompt so I could see if there was an outlier.,UNCODED
6a1f447463e5c07aabec8187,alternatives,pooled,manipulation (pooled),it showed me the flaws of the Ai so i knew when to scrutinise the answer. if both AI agreed then i spent less time checking the answer.,more_careful
6a22567ab2a834da2f8e9057,alternatives,pooled,manipulation (pooled),"It made me think more when they had different answers, to recall the scenarios and evaluate the information at hand and compare it to what the question is asking, so using AI as the tool for 'thinking' and reasoning really helped, but when they had different answers I assumed there was something I was missing so it made me double check more often.",more_careful
660c14cb05dd9faa6eda805a,alternatives,pooled,manipulation (pooled),"when they gave different answers, had to be more attentive and not trust it",more_careful
69848da89da918a45ff78e1d,alternatives,pooled,manipulation (pooled),"I noticed a difference in the responses that made me wary of the following responses. Because I noticed that in some scenarios, one response seemed to do better than the other, I paid closer attention to the response with the better track record",trust_less
6a05a78f5dceb1b1abe2dc52,alternatives,pooled,manipulation (pooled),"When they would get things wrong, it made me trust them less, so I wouldn't be as confident with my answers.",trust_less
6a158d28cf874d1b7eab9575,alternatives,pooled,manipulation (pooled),Hedged my bets,UNCODED
6a05c37ffa65471def84e817,alternatives,pooled,manipulation (pooled),none,no_change
69fa27f897bf4caf2d505098,alternatives,pooled,manipulation (pooled),they made me double check,more_careful
60dfa6a5a12413b99195c3de,alternatives,pooled,manipulation (pooled),Made me realise that AI can lie and can be wrong.,UNCODED
53a18b8ffdf99b79ca51df6e,alternatives,pooled,manipulation (pooled),if they both agreed I felt more secure that they were right,trust_more
667130c07398403120cb2bc4,alternatives,pooled,manipulation (pooled),"It offers different ways of logic thinking, and also shows double check is needed of ai-generated answer",more_careful
672b24390a9c197eb61f2f72,alternatives,pooled,manipulation (pooled),"i tended to look at the answers first , if there was difference only then did i review the replies in detail",UNCODED
6a1edc2c42116f4499c0e8c8,alternatives,pooled,manipulation (pooled),If both were the same i would accept the response,UNCODED
6a0465dbc4519ab0aa7db764,alternatives,pooled,manipulation (pooled),It acted as a good comparison and view of inconsistency.,trust_less
6a2199e15b03d651347b9916,alternatives,pooled,manipulation (pooled),I trusted one more than the other.,UNCODED
6a0f047a86b88ad53907a7ca,alternatives,pooled,manipulation (pooled),"It did not really change much, maybe questioning more if the two responses were very different.",no_change
6471e0a407b30a4f171dbd35,alternatives,pooled,manipulation (pooled),I had expected them to produce same responses so i had to work harder than expected,UNCODED
698b045589588a7dea2bef84,alternatives,pooled,manipulation (pooled),"come of the alternatives were contrasting, so I had to determine with one is correct",UNCODED
6a0cd3ed8bba7edfec81cbc8,alternatives,pooled,manipulation (pooled),No,no_change
6a05bed431af49069330ecf5,alternatives,pooled,manipulation (pooled),"The multiple ai’s were interesting in the different perspectives they took. They were not always helpful in expressing why they came to the conclusion that they came to, but I got a decent idea of what they meant.",UNCODED
69f1f9fe2aeb480ab8168d0f,alternatives,pooled,manipulation (pooled),it made me realize that AI can give false answers,UNCODED
6a06f5c82ef7206c2ae0a838,alternatives,pooled,manipulation (pooled),I trusted the first response more than the 2nd,UNCODED
66a208fff5715f2926f70289,alternatives,pooled,manipulation (pooled),it didn't change the way i interacted at all,no_change
6647553d43a5c4dd9a129193,alternatives,pooled,manipulation (pooled),It terrified me at first because i tend to just rely on what AI is saying! Though i do know from personal experiecne it can be wrong,UNCODED
69fe15dbdae228494b7e163c,alternatives,pooled,manipulation (pooled),quite a bit as I've got 2 complete different answers that made me go and check the facts,UNCODED
5a9012adf053610001718912,alternatives,pooled,manipulation (pooled),"yes, it made me question it more than i usually would",more_careful;trust_less
6a019609213326e427f7e358,alternatives,pooled,manipulation (pooled),Definitely opened my eyes up to the possibility of error or multiple interpretation of facts,UNCODED
54f5a98cfdf99b2e7ccaeb91,alternatives,pooled,manipulation (pooled),It made me ask the AI lot's more questions and to explain itself. I had to be a bit more thoughtful and try to get it to poke holes in its own reasoning.,slowed_friction
6a194d2c84c40cb2a1a0e06a,alternatives,pooled,manipulation (pooled),VERY much. Showed that AI assistants are not infallible. But sharing both reasonings with each AI wored.,UNCODED
63d141f040c855b7fb494d13,alternatives,pooled,manipulation (pooled),it made it a little more difficult if they gave different answers as I then had to challenge them to see why they were different,UNCODED
675ab3f6c12c9e3fd27046b3,alternatives,pooled,manipulation (pooled),As above. If they had the same answer I was more content that it was correct without having to properly review the reasoning. It was only if there was 2 sets of different answers that I was confused or unsure and would have to manually check the question.,more_careful
6a21be8a98a32ca1859a6003,alternatives,pooled,manipulation (pooled),I cross checked them as one may of picked up on something else that me and the other AI didnt,UNCODED
697a53e8b315729705307e4b,alternatives,pooled,manipulation (pooled),"It made me question the ai's decision making more than I normally would. I would normally be inclined to agree with an ai output, however when I saw conflicting answers to the same question with the same context, I spent more time trying to understand where a mistake was made.",more_careful;slowed_friction;trust_less
6a0493b0ba30180995ebd884,alternatives,pooled,manipulation (pooled),It made me doubt if either was right,trust_less
5e3ddcf95556b204cb143eab,alternatives,pooled,manipulation (pooled),dont know,UNCODED
59d3ef2c078dbe000195117f,alternatives,pooled,manipulation (pooled),Both AI's had different answers to the questions so it was extra work trying to figure out which answer could be correct.,slowed_friction
6a082966a088c3426743f4bf,alternatives,pooled,manipulation (pooled),"Made me evaluate more carefully, ask folow ups etc.",more_careful
601ecf037d641438c0840330,alternatives,pooled,manipulation (pooled),it made me less confident that I was getting a good response.,UNCODED
6a08ca5af96ffba2293ddd28,alternatives,pooled,manipulation (pooled),it gave me more to think about.,UNCODED
6a02fc7306ae51f3107c53d0,alternatives,pooled,manipulation (pooled),"I read both, and used the majority answer",UNCODED
6978c4474a942ca6d266d49b,alternatives,pooled,manipulation (pooled),n/a,no_change
60ff109e2a8d5d4b4a835630,alternatives,pooled,manipulation (pooled),"Yes, I would be more carful if they gave two different answers. I would re read what they put down to see what made more sense",more_careful
5c99d104490924000111bfcc,alternatives,pooled,manipulation (pooled),It changed several times and that lowered my confidence levels.,UNCODED
69f4bd1e41af27997a51769e,alternatives,pooled,manipulation (pooled),none,no_change
6a22345db1c9fc990edae263,alternatives,pooled,manipulation (pooled),"It gave me more confidence that my answer was correct if both AI chatbots gave the same answer. When they gave different answers, it didn't really help, and I had to analyse the data on my own, which wasn't helpful.",UNCODED
697cbad7849402bb0a689ecc,alternatives,pooled,manipulation (pooled),It showed me that each of them had different reasoning mechanism,UNCODED
6a04aecf042ae05708c21c53,alternatives,pooled,manipulation (pooled),It made me use my brain to think about if I felt their answer was right when they weren't in agreement,UNCODED
5f666a0ad2f324242a45da71,alternatives,pooled,manipulation (pooled),"It helped me understand that AI, as brilliant as it is, will give the wrong answer to something laid out of it plain as day and that sometimes you need to be double checking because it quite literally just makes things up even though you've given it everything it needs to get the answer right the first time.",more_careful
69e76b18f44ae52b6f83185f,alternatives,pooled,manipulation (pooled),it allowed me to compare both of them side by side but my interactions where much more formal and straight to the point,UNCODED
5a0c4184fe645f0001e9f5dd,alternatives,pooled,manipulation (pooled),"When the answers were conflicting, it made me more cautious.",more_careful
6a0c6edb557807b3a0065dcd,alternatives,pooled,manipulation (pooled),"It sometimes contradicted itself, where one answer understood the information incorrectly. On the first task, it thought one of the consultants could work more days than she actually could in one answer. This confirmed my distrust of AI generated information.",UNCODED
6a44271bdfffd689f0762d81,alternatives,pooled,manipulation (pooled),"Where they contradicted, I used them against one another to check answers.",UNCODED
69f4a61347ac4d6e32a619d1,alternatives,pooled,manipulation (pooled),I asked clarifying questions to get the ai to double check particularly where one reply said something different to the other,more_careful
6a0480ac461e8896e84534e2,alternatives,pooled,manipulation (pooled),i asked for them to check their answers,UNCODED
6a1fd86b35130b24ecb78cbb,pause-points,pooled,manipulation (pooled),I would usually just do it all in one go but I had to slow down and break my questions down individually,slowed_friction
6a099929b303063f931ed8c6,pause-points,pooled,manipulation (pooled),N/A,no_change
6112937a54e78094098725fe,pause-points,pooled,manipulation (pooled),I split my questions into smaller and smaller parts.,UNCODED
59e721e0ac0af70001b36a13,pause-points,pooled,manipulation (pooled),na,no_change
69efbf25ced2d080cad5a7ca,pause-points,pooled,manipulation (pooled),"Yes, I found it to be abit annoying as I found that it didn't really know what I wanted. I felt it was a bit confused and couldn't always give a straight answer.",slowed_friction
6a7a1385268c61376472e418,pause-points,pooled,manipulation (pooled),On few cases yes and mostly no. Even if I ask different questions it gave the same reply.,UNCODED
5bf54dd783653500016776ec,pause-points,pooled,manipulation (pooled),It helped a lot as I wouldn't have known how to prompt the AI for the answers,UNCODED
60b8b31eb3143c92b950deba,pause-points,pooled,manipulation (pooled),It was frustrating and encouraged me to take other approaches.,slowed_friction
66b5172c8f0bd3b23ce66c22,pause-points,pooled,manipulation (pooled),I tried to understand it more as it was step by step,UNCODED
5a5a6ed7f6c517000195029e,pause-points,pooled,manipulation (pooled),It made it easier to decide,UNCODED
6a0c6c707a72dd321106bd53,pause-points,pooled,manipulation (pooled),"It made me go back and check for inconsistencies, particularly on the last Qs",trust_less
6a078e18e9921951cb664c9b,pause-points,pooled,manipulation (pooled),"The step by step reply provided a easy guide towards the rationale for the answers, it also provided me with enough comfort to trust the response from the AI.",UNCODED
6a00dbf1a704d2b901583edb,pause-points,pooled,manipulation (pooled),Provide procedural confidence,UNCODED
69fd24e9380cef436aa891df,pause-points,pooled,manipulation (pooled),"I eventually developed a way to circumvent this step by step reply system by posing a very simple ""true or false"" question to one of the two statements in turn, coupled with a confidence estimate.  If I was using this AI for a critical problem, I would want to take more time to thoroughly evaluate its responses, but found its responses a little obtuse compared to the usual AI systems I have used.",more_careful;slowed_friction
63f54db123b350a3b5836638,pause-points,pooled,manipulation (pooled),I broke things down bit by bit instead of everything in one message.,UNCODED
59ae8d282a78fd00010b80e7,pause-points,pooled,manipulation (pooled),it was finding It hard to answer complex questions,UNCODED
6a0302ce582dfd822c6b6db8,pause-points,pooled,manipulation (pooled),I had to ask it to test each statement at a time,UNCODED
69f8d38303babfe52ae1e992,pause-points,pooled,manipulation (pooled),It made it easier to work with the AI.,UNCODED
5e80b109ca1800791e1ca40c,pause-points,pooled,manipulation (pooled),It did help me double check things more and take it slower to understand the question more.,more_careful
6a74cd687ddf9b40d73847ad,pause-points,pooled,manipulation (pooled),"its new experience, will implement it",UNCODED
5c5844d8dd470300014ee3f1,pause-points,pooled,manipulation (pooled),It was a bit annoying I would expect an AI model to just work it all out and explain automatically not want to work step by step.,slowed_friction
6a0f6db3e15513eddac1a67a,pause-points,pooled,manipulation (pooled),AI would give me refined/updated replies after every follow up question.,UNCODED
68729361bee62f6a3fb232ec,pause-points,pooled,manipulation (pooled),It gave me more insight on what I should be doing.,UNCODED
5db061b0f876e1001620e2ee,pause-points,pooled,manipulation (pooled),it meant i had to go in stages,UNCODED
60d4558116de644bde568dde,pause-points,pooled,manipulation (pooled),It changed because it gave me suggestions on what I could/should do next to firm up the answer rather than just going straight to the result.,UNCODED
6a0643def96c580502e0624d,pause-points,pooled,manipulation (pooled),"The step by step reply enabled me to see and understand the reasoning and logic of the ai which in turn required less double checking, prompting and verifying that the answers madw sense and were correct. It streamlined and focused getting the right answers for the task at hand.",more_careful
5fff11332f30d263176fa57f,pause-points,pooled,manipulation (pooled),I had to break the task down into bits to step by step it,UNCODED
69fc2d7674f4ab68ebfd7559,pause-points,pooled,manipulation (pooled),it made it a bit annoying until i realised it was refusing to answer out of step,slowed_friction
614485923ba5c4783abe671e,pause-points,pooled,manipulation (pooled),it made me have toask more questions,slowed_friction
5ea950e4befef302772be716,pause-points,pooled,manipulation (pooled),It didn't,no_change
5d864cfdb6dced0019221047,pause-points,pooled,manipulation (pooled),It made me more careful in asking the questions,more_careful
6a03459e5c3c329e6670a53e,pause-points,pooled,manipulation (pooled),it helps me think deeper and more,UNCODED
60dd27004a74c325f5b22e17,pause-points,pooled,manipulation (pooled),It did irritate me slightly as the AI could have just worked on the whole problem,slowed_friction
69fceb8e585a4cd6e9401180,pause-points,pooled,manipulation (pooled),It made me look at the responses more closely and critically. It allowed me to follow the full work out process and see where errors may have been made or where it had made assumptions.,more_careful
60001f74b9d8d70009041d15,pause-points,pooled,manipulation (pooled),I think it just made me use the AI to save time and even though I checked I still was a bit lazy in my thinking towards the end.,UNCODED
6a0b21b822bfd4c9686d1752,pause-points,pooled,manipulation (pooled),It stopped me from being able to ask for a direct answer and as such forced me to consider each statement individually,UNCODED
6575c7da000442e5a54f5e24,pause-points,pooled,manipulation (pooled),"It helped me a little bit, but sometime the step by step was slightly confusing and didn't actually lead to the answer.",UNCODED
6500615b226d81ec5db464d7,pause-points,pooled,manipulation (pooled),"A bit more time consuming to keep putting in questions, but maybe it made it more accurate",slowed_friction
55b765befdf99b0416ce5382,pause-points,pooled,manipulation (pooled),It made me double check each step and see if there was any hallucination between that step and the final verdict,more_careful
666344916bdba2e2c980dcd0,pause-points,pooled,manipulation (pooled),i had to slow down and be more thoughtful,slowed_friction
5996d2256b939900012d9f22,pause-points,pooled,manipulation (pooled),i pressed for certain clarity,UNCODED
69f478835e7f45a7c46f4def,pause-points,pooled,manipulation (pooled),Made me ask clearer questions and follow the reasoning instead of just the answer.,UNCODED
6645ead2d999bda561f525ea,pause-points,pooled,manipulation (pooled),it didnt,no_change
5978f6f009bdcf000153f43d,pause-points,pooled,manipulation (pooled),It give structure and defination to my approach,UNCODED
5cbb1374517cd00001310c43,pause-points,pooled,manipulation (pooled),"I found it very frustrating as I wanted my answer all at once, and I found it confusing at points. In the end I started sending it one question at a time instead of both together to try avoid it being verbose and confusing me.",slowed_friction
5a86e1a4eea3d300016e7981,pause-points,pooled,manipulation (pooled),made me slow down,slowed_friction
69f98463f2070bddf692b800,pause-points,pooled,manipulation (pooled),helped me make informed decisions.,UNCODED
6a74c3b4c83fe41d76c99bdc,pause-points,pooled,manipulation (pooled),if was annoying if something is needed quickly or someone is just double checking the answers,more_careful;slowed_friction
5b68c9eb87af310001584803,pause-points,pooled,manipulation (pooled),it made me more reliant on it for answers,UNCODED
69989e39e6be042257d81204,pause-points,pooled,manipulation (pooled),"I think the more I interacted with it, the more I realized physical notes are a safer way to pick a sensible option",UNCODED
69e7dede938d7a2dfc8c7d90,pause-points,pooled,manipulation (pooled),"A little, i felt it wsn't providing me the concrete answer as much as alternate platforms. I asked more directly for the answer on more than one occasion.",UNCODED
69ecb1819cd77515892fa2e3,pause-points,pooled,manipulation (pooled),I had to enter more prompts than usual,slowed_friction
5e3c759575109a055e99b38a,pause-points,pooled,manipulation (pooled),not that much as it was not very helpful to be honest but rather destructive,UNCODED
69f8b18fb41597c2c0ad0428,pause-points,pooled,manipulation (pooled),Because Ai was step by step it made me not read it at all as I was just looking for the specific answer I needed so the step by step was a little frustrating.,slowed_friction
6a16282936d3887f0d5fee83,pause-points,pooled,manipulation (pooled),realised i had to prompt mutliple tomes to get asnswetr so i told it to do each case one by one,UNCODED
5def9a14d2601a03546e81e1,pause-points,pooled,manipulation (pooled),"As the AI could only respond to one question at a time, I would ask a question which it would give an answer to, then re-ask the second question.",UNCODED
5ec1b6036575405f2f634581,pause-points,pooled,manipulation (pooled),It didn't,no_change
6a4395a81fed13bab18d322c,pause-points,pooled,manipulation (pooled),"it slowed me down which I found frustrating, the questions were difficult and it wasn't answering the way i wanted it to",slowed_friction
5f4d4f3a2059689f1a2c33db,pause-points,pooled,manipulation (pooled),It made me ask questions with the statements individually rather than copy and pasting the entire question/statements.,UNCODED
638070625c26e262f2163254,pause-points,pooled,manipulation (pooled),i began to ask for true or false answers to match what was demanded by the task and to cut out repeats of the senario,UNCODED
66b0fee11fefcf5586763c55,pause-points,pooled,manipulation (pooled),"It made it more intentional, but also more frustrating at times",slowed_friction
6a1c1fb42b5e1f493022bd67,pause-points,pooled,manipulation (pooled),"it did, it irritated me that AI couldn't do it properly",slowed_friction
69ff44271a9ace738ae8b113,pause-points,pooled,manipulation (pooled),yes,UNCODED
69f29515d1fe3f9e5661426b,pause-points,pooled,manipulation (pooled),it just meant I have to interact more,UNCODED
6a09ed98e46b23c32ad77c35,pause-points,pooled,manipulation (pooled),it slowed me down a little nd I did go back and compare some of the answers with the data,slowed_friction
63af557b3d4f219c3226b7d6,pause-points,pooled,manipulation (pooled),The step my step probably helped break things down a bit and gave smaller chunks of info for me to work through but I still didn't have the brain capacity to determine if the AI was accurate or not.,UNCODED
6a1c7f17c07216b846c7acd4,pause-points,pooled,manipulation (pooled),"I replied to it before reading its responses, just to get it to finish all of it's thinking.",UNCODED
