participantId,condition,savedAt,completed,age,gender,profession,fluency,education,ai_use,ypc_02_answer,ypc_02_correct,ypc_02_confidence,ypc_03_answer,ypc_03_correct,ypc_03_confidence,ypc_05_answer,ypc_05_correct,ypc_05_confidence,ypc_06_answer,ypc_06_correct,ypc_06_confidence,car_racing_01_answer,car_racing_01_correct,car_racing_01_confidence,car_racing_02_answer,car_racing_02_correct,car_racing_02_confidence,car_racing_03_answer,car_racing_03_correct,car_racing_03_confidence,car_racing_05_answer,car_racing_05_correct,car_racing_05_confidence,graduation_party_01_answer,graduation_party_01_correct,graduation_party_01_confidence,graduation_party_05_answer,graduation_party_05_correct,graduation_party_05_confidence,graduation_party_06_answer,graduation_party_06_correct,graduation_party_06_confidence,graduation_party_07_answer,graduation_party_07_correct,graduation_party_07_confidence,n_correct,mean_confidence,metacog_sensitivity,sus_1,sus_2,sus_3,sus_4,sus_5,sus_6,sus_7,sus_8,sus_9,sus_10,sus_11,sus_aggregate,ueq_1,ueq_2,ueq_3,ueq_4,ueq_5,ueq_6,ueq_7,ueq_8,ueq_aggregate,tlx_1,tlx_2,tlx_3,tlx_4,tlx_5,tlx_6,tlx_aggregate,nfc_1,nfc_2,nfc_3,nfc_4,nfc_5,nfc_6,nfc_aggregate,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_aggregate,attn_instruction,attn_post,attn_sus,msgs_to_ai,pre_with_ai,pre_without_ai,pre_ai_alone,post_with_ai,post_without_ai,post_ai_alone,I usually double-checked AI-generated answers before relying on them.,The post task reflection shown in this study changed how I understand the task.,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","How, if at all, did the post task reflection changed the way you understand the task?","If you have any further comments about your interaction with the AI, please share them here."
5a4996b835c9d50001fdcdbf,reflection-task,2026-08-16T17:25:48.491077+00:00,True,44,['Woman'],Admin Officer,Native English speaker,Upper secondary school / High school,A few times a week,D,1,73.0,C,0,77.0,A,1,78.0,D,0,82.0,D,1,76.0,B,0,75.0,B,1,78.0,D,0,73.0,B,1,78.0,A,1,79.0,B,0,86.0,B,1,66.0,7,76.75,-3.17,4.0,2.0,5.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,2.0,70.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,14.0,3.0,8.0,14.0,15.0,14.0,11.33,4.0,4.0,4.0,4.0,4.0,5.0,3.5,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.75,1,1,1,18,10,5,10,10,12,12,4,4,I WORKED OUT WHAT WAS POISSIBLE BASED ON WHAT I WAS GIVE,IT DIDINT,
680e37dc68c49de2410f133d,reflection-task,2026-08-16T17:35:14.119544+00:00,True,51,['Woman'],Assistant Manager,Native English speaker,Vocational college degree,Several times a day,A,0,88.0,A,0,99.0,D,0,100.0,B,0,98.0,A,0,100.0,B,0,99.0,B,1,97.0,C,0,96.0,B,1,100.0,A,1,99.0,D,1,88.0,B,1,99.0,5,96.92,-0.54,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,100.0,7.0,7.0,7.0,7.0,6.0,7.0,4.0,6.0,2.38,17.0,2.0,7.0,14.0,18.0,13.0,11.83,2.0,3.0,4.0,3.0,4.0,2.0,2.67,5.0,2.0,4.0,2.0,5.0,1.0,4.0,5.0,4.0,1,1,1,41,12,4,12,12,3,12,4,4,I tried to do all the calculations in my head.  I found the rota ones fairly easy as I do this in my every day job so know to split the week into separate compartments and work from there.  Maths is not my strong point and therefore I checked my answers with AI a lot as I would tend to miss the obvious even though twice I was correct.,As I went through the study I started to realise what I was going to be asked and it made me slow down and think about how I was coming to conclusions and how to put them into words.,"Interesting survey, thank you!"
6a06f60afee0417ae606bca1,reflection-task,2026-08-16T17:42:07.884965+00:00,True,25,['Man'],cleaner,Native English speaker,Upper secondary school / High school,Several times a day,C,0,58.0,B,1,62.0,B,0,34.0,B,0,78.0,D,1,24.0,B,0,60.0,A,0,27.0,A,1,25.0,C,0,23.0,B,0,88.0,C,0,36.0,B,1,31.0,4,45.5,-15.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0,5.0,2.0,2.0,4.0,50.0,6.0,1.0,4.0,1.0,3.0,4.0,6.0,3.0,-0.5,18.0,5.0,5.0,8.0,14.0,12.0,10.33,2.0,3.0,5.0,3.0,2.0,2.0,2.17,5.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,4.12,1,1,1,23,8,5,12,7,1,12,2,2,i reworded the questions you gave me to AI to put it in my own words ,i still dont understand the task very well it would have been impossible with AI ,
69f51ac40b8325daeec5b518,reflection-task,2026-08-16T17:43:19.759204+00:00,True,25,['Woman'],administration,Fully fluent,Vocational college degree,Several times a day,A,0,100.0,C,0,99.0,A,1,100.0,D,0,100.0,D,1,100.0,B,0,100.0,A,0,100.0,D,0,100.0,B,1,100.0,A,1,100.0,D,1,100.0,D,0,100.0,5,99.92,0.14,5.0,1.0,5.0,2.0,3.0,1.0,5.0,5.0,3.0,5.0,1.0,87.5,5.0,7.0,7.0,7.0,2.0,6.0,5.0,6.0,1.62,15.0,12.0,2.0,20.0,14.0,1.0,10.67,3.0,4.0,2.0,3.0,4.0,2.0,3.33,4.0,5.0,4.0,4.0,3.0,1.0,5.0,5.0,4.38,1,0,1,17,12,4,12,12,4,9,4,5,i trusted the ai system to understand the task at hand and make sure it read every detail of it gave reasonable working out and a correct answer,i understood it more as some of the scenarios were very long and detailed and there was no way i could remember it all,no more comments 
6a06362b6da286172b5a7281,reflection-task,2026-08-16T17:43:45.873263+00:00,True,24,['Man'],Self Employed,Native English speaker,Lower tertiary education degree (Bachelor's level),A few times a week,D,1,33.0,A,0,47.0,D,0,63.0,D,0,32.0,D,1,97.0,C,1,88.0,B,1,88.0,C,0,52.0,B,1,82.0,A,1,84.0,D,1,62.0,B,1,71.0,8,66.58,27.12,4.0,2.0,4.0,1.0,4.0,4.0,5.0,5.0,2.0,2.0,1.0,72.5,5.0,5.0,6.0,4.0,3.0,4.0,2.0,3.0,0.0,15.0,7.0,12.0,10.0,11.0,18.0,12.17,4.0,5.0,2.0,3.0,5.0,5.0,4.33,3.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,3.25,1,1,1,26,8,6,4,7,5,8,4,2,I prompted the AI and pushed back on points I thought could be contentious although the task was very long and to give each question serious consideration could have easily taken 2+ hours ,The post task reflection was hard to focus on when the questions were no longer present and whilst constantly switching between question contexts ,It would be lovely to have the questions concerning the same topic consecutively so that we can scroll back and make use of the general context outlined by the AI concerning the topic when we first encounter the question
67882337daf76c4bcb799f5b,reflection-task,2026-08-16T17:49:22.120447+00:00,True,25,['Man'],STUDENT,Native English speaker,Lower tertiary education degree (Bachelor's level),Several times a day,D,1,100.0,C,0,96.0,A,1,98.0,B,0,99.0,A,0,98.0,C,1,99.0,B,1,99.0,A,1,98.0,B,1,99.0,A,1,99.0,B,0,98.0,D,0,97.0,7,98.33,1.26,4.0,1.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,72.5,6.0,3.0,5.0,6.0,2.0,3.0,4.0,5.0,0.25,18.0,9.0,4.0,13.0,13.0,14.0,11.83,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,2.0,5.0,5.0,4.62,1,1,0,42,12,8,12,12,6,12,4,4,none,not much,none
66623e57cbfc608af24ef67a,reflection-task,2026-08-16T17:52:52.972114+00:00,True,26,['Man'],Manager,Native English speaker,Lower tertiary education degree (Bachelor's level),About once a day,A,0,69.0,C,0,68.0,D,0,98.0,D,0,96.0,D,1,100.0,D,0,98.0,B,1,98.0,D,0,98.0,C,0,49.0,D,0,100.0,D,1,99.0,D,0,98.0,3,89.25,13.0,1.0,4.0,3.0,1.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,42.5,4.0,6.0,5.0,1.0,1.0,2.0,4.0,4.0,-0.62,20.0,1.0,7.0,16.0,16.0,10.0,11.67,4.0,4.0,1.0,1.0,5.0,5.0,4.67,5.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.62,1,1,1,17,12,12,12,11,12,12,3,1,,,
6a1497259d26df68f0217f45,reflection-task,2026-08-16T17:55:14.299901+00:00,True,48,['Woman'],Lecturer,Native English speaker,Doctoral degree,About once a week,D,1,89.0,A,0,90.0,A,1,94.0,D,0,87.0,D,1,94.0,B,0,88.0,D,0,99.0,A,1,94.0,C,0,99.0,D,0,92.0,D,1,90.0,B,1,94.0,6,92.5,0.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,5.0,2.0,3.0,3.0,72.5,6.0,6.0,7.0,5.0,3.0,4.0,5.0,5.0,1.12,16.0,4.0,14.0,15.0,16.0,12.0,12.83,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.75,1,1,1,25,12,10,12,11,10,11,5,3,"I started out doing it myself first but then switched to AI and checking it, as it had been pretty reliable ",Not especially,I tried to look out for AI errors and I likely failed to spot them!!
665c302327136dcdb0c4a2e0,reflection-task,2026-08-16T17:56:11.052942+00:00,True,29,['Woman'],Account manager,Native English speaker,Lower tertiary education degree (Bachelor's level),A few times a week,D,1,86.0,A,0,81.0,A,1,81.0,B,0,65.0,D,1,78.0,B,0,98.0,B,1,81.0,A,1,83.0,B,1,85.0,A,1,72.0,B,0,73.0,B,1,80.0,8,80.25,1.5,5.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,57.5,6.0,7.0,6.0,7.0,7.0,5.0,2.0,3.0,1.38,19.0,10.0,17.0,18.0,19.0,8.0,15.17,5.0,4.0,4.0,3.0,5.0,4.0,3.83,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,1,1,1,28,8,6,10,10,5,6,5,4,I relied on the AI to give me the answers mostly ,it did not change anything ,
651abcc13ecbad9f2062ac4f,reflection-task,2026-08-16T18:04:27.359560+00:00,True,59,['Man'],It/Infrastructure Manager,Native English speaker,Vocational college degree,Several times a day,D,1,80.0,A,0,79.0,A,1,52.0,D,0,79.0,D,1,74.0,C,1,48.0,B,1,32.0,D,0,25.0,B,1,72.0,D,0,69.0,D,1,73.0,D,0,69.0,7,62.67,-2.63,4.0,1.0,5.0,1.0,5.0,1.0,4.0,5.0,1.0,5.0,1.0,95.0,7.0,7.0,7.0,7.0,4.0,7.0,4.0,5.0,2.0,20.0,1.0,16.0,10.0,20.0,3.0,11.67,4.0,5.0,1.0,1.0,5.0,5.0,4.83,5.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,3.62,1,1,1,30,8,3,8,6,3,7,5,4,I read the answers then the scenario after then the scenario again sometimes too,I was unsure of some of my answers and relied upon the AI though repeatedly asked it to recheck its answers,
637e3bedd8c3601a81a65889,reflection-task,2026-08-16T18:07:29.417836+00:00,True,55,['Man'],contract manager,Native English speaker,Lower tertiary education degree (Bachelor's level),A few times a week,D,1,97.0,C,0,93.0,D,0,96.0,C,0,10.0,D,1,100.0,B,0,100.0,B,1,100.0,B,0,99.0,B,1,91.0,D,0,95.0,B,0,92.0,D,0,92.0,4,88.75,12.38,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,100.0,7.0,7.0,7.0,7.0,4.0,5.0,5.0,5.0,1.88,17.0,2.0,9.0,18.0,17.0,11.0,12.33,3.0,3.0,1.0,2.0,3.0,3.0,3.5,5.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,4.88,1,1,1,22,12,2,12,11,2,11,4,5,I primarily relied on the AI finding the answer and validating it.  For some I determined the answer and asked the AI to validate it.,It made me consider other ways of achieving the correct outcome and reminded me of the need to compile a fuller justification for my answers.,
6a0620a6000e5c5d2bed8b50,reflection-task,2026-08-16T18:09:06.232438+00:00,True,38,['Man'],project manager,Native English speaker,Lower tertiary education degree (Bachelor's level),A few times a month,D,1,33.0,C,0,91.0,D,0,63.0,C,0,59.0,D,1,97.0,B,0,91.0,D,0,97.0,C,0,75.0,B,1,69.0,D,0,44.0,D,1,63.0,D,0,86.0,4,72.33,-10.25,3.0,1.0,5.0,1.0,3.0,1.0,4.0,5.0,2.0,5.0,2.0,82.5,6.0,6.0,6.0,7.0,5.0,5.0,4.0,4.0,1.38,13.0,4.0,9.0,15.0,13.0,4.0,9.67,4.0,4.0,1.0,1.0,4.0,4.0,4.33,4.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.25,1,1,1,33,10,3,10,8,3,5,4,3,i worked these out for myself and asked ai the same when the answers didnt match i challenged ai as to why.,not too much ,"it was a good survey, thank you for letting me participate and have an awesome day."
6980965c3d62835f7947c33e,reflection-task,2026-08-16T18:15:38.124450+00:00,True,42,['Man'],Translator,Native English speaker,Lower tertiary education degree (Bachelor's level),Several times a day,D,1,4.0,A,0,19.0,D,0,10.0,B,0,59.0,D,1,4.0,D,0,4.0,B,1,9.0,D,0,51.0,B,1,13.0,D,0,57.0,D,1,20.0,B,1,30.0,6,23.33,-20.0,2.0,5.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,5.0,35.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,-1.62,20.0,4.0,20.0,1.0,16.0,20.0,13.5,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,5.0,5.0,3.0,2.88,0,1,1,69,7,2,5,5,0,5,1,3,I tried at first to question the AI to try and get a better answer but the time constraints were such that I was running out of time. 12 tasks is too many. Six might have been reasonable. After the first 5 or so answers I stopped cross referencing.,It didn't. I was just hurrying through that bit after the first 5 problems.,I don't have anything to say other than the task was too long. the AI was unreliable like many AI models are.
66358d404b95112d53513391,reflection-task,2026-08-16T18:20:34.627908+00:00,True,61,['Man'],Executive,Native English speaker,Higher tertiary education degree (Master's level),Several times a day,B,0,100.0,A,0,100.0,D,0,87.0,D,0,88.0,D,1,99.0,B,0,100.0,D,0,90.0,D,0,100.0,B,1,85.0,D,0,90.0,D,1,99.0,D,0,89.0,3,93.92,0.56,3.0,5.0,2.0,1.0,3.0,5.0,2.0,5.0,4.0,2.0,5.0,30.0,6.0,3.0,1.0,4.0,4.0,5.0,6.0,5.0,0.25,20.0,3.0,20.0,14.0,17.0,14.0,14.67,5.0,5.0,1.0,2.0,5.0,1.0,4.17,2.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,2.12,1,1,1,38,12,10,12,6,10,8,5,1,At first I tried solving the tasks by myself and quickly realised I wouldn't have enough time. Then I increasingly relied on AI but focused much more on checking and verification,It didnt - I am exhausted by this task. So many scenarios to run in insufficient time :-(,Please put a timer on the page for reference
59ff8226ab721b0001ef6e61,reflection-task,2026-08-16T18:36:41.394464+00:00,True,47,['Man'],Driver,Native English speaker,Upper secondary school / High school,Less than once a month,A,0,29.0,A,0,73.0,D,0,98.0,D,0,65.0,D,1,100.0,C,1,99.0,B,1,100.0,D,0,79.0,B,1,75.0,D,0,7.0,D,1,14.0,A,0,64.0,5,66.92,18.31,1.0,2.0,5.0,1.0,2.0,1.0,4.0,5.0,2.0,4.0,1.0,72.5,6.0,7.0,6.0,5.0,2.0,2.0,1.0,1.0,-0.25,20.0,1.0,1.0,7.0,14.0,14.0,9.5,2.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0,1.0,2.0,5.0,3.0,1.0,1.88,1,1,1,37,7,10,6,4,4,4,4,2,I thought about most tasks first before asking AI.  Later I asked AI simultaneously as time was marching on.,Without seeing the AI response it was not always easy to remember the full justification.,
63fbf0e3b18cc14adc0dbfb6,reflection-task,2026-08-16T18:37:34.948123+00:00,True,56,['Man'],Physiotherapist,Native English speaker,Lower tertiary education degree (Bachelor's level),A few times a week,D,1,83.0,B,1,93.0,A,1,75.0,B,0,97.0,A,0,58.0,B,0,97.0,D,0,91.0,D,0,83.0,B,1,90.0,D,0,86.0,B,0,93.0,D,0,91.0,4,86.42,-1.75,4.0,2.0,4.0,1.0,5.0,2.0,5.0,5.0,2.0,5.0,2.0,85.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,17.0,4.0,19.0,17.0,16.0,6.0,13.17,4.0,4.0,2.0,2.0,5.0,4.0,4.17,5.0,2.0,4.0,4.0,5.0,2.0,4.0,5.0,4.12,1,1,1,15,10,8,11,10,10,11,4,2,I cross referenced the AI working out to see if we utilised similar pathways,It made understanding the task important to explain how it was worked out.,
6a74c432d1f8e14197cba20c,reflection-task,2026-08-16T18:38:36.243525+00:00,True,35,['Man'],Finance Officer,Fully fluent,Doctoral degree,Several times a day,D,1,98.0,B,1,99.0,A,1,99.0,A,1,100.0,D,1,100.0,C,1,99.0,B,1,99.0,B,0,100.0,C,0,99.0,A,1,98.0,D,1,100.0,B,1,99.0,10,99.17,-0.4,4.0,2.0,5.0,1.0,4.0,1.0,5.0,5.0,1.0,5.0,1.0,92.5,7.0,7.0,7.0,7.0,4.0,5.0,3.0,4.0,1.5,18.0,13.0,7.0,19.0,19.0,1.0,12.83,4.0,5.0,1.0,1.0,5.0,4.0,4.67,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.62,1,1,1,21,10,5,9,12,6,12,4,4,I have cross-checked the answers; they are incorrect because they eliminate the possibility of being answered incorrectly. The elimination process works quite a lot for me.,"Very much, as those tasks are very hard, and without AI's direction, it takes a lot of time to cross-check scenarios with different probabilities. ",
6a5f42d69b1ede78e6865ae2,reflection-task,2026-08-16T18:49:03.268680+00:00,True,21,['Woman'],Student,Fully fluent,Upper secondary school / High school,A few times a week,D,1,40.0,D,0,32.0,A,1,77.0,C,0,55.0,D,1,73.0,B,0,100.0,B,1,57.0,B,0,0.0,B,1,42.0,D,0,89.0,D,1,40.0,B,1,32.0,7,53.08,-3.63,2.0,1.0,5.0,1.0,3.0,3.0,5.0,5.0,1.0,4.0,1.0,80.0,5.0,7.0,5.0,7.0,2.0,2.0,1.0,1.0,-0.25,20.0,1.0,1.0,6.0,11.0,20.0,9.83,4.0,2.0,2.0,2.0,3.0,3.0,3.33,3.0,3.0,2.0,3.0,5.0,2.0,4.0,2.0,3.25,1,1,1,74,10,8,9,5,3,10,3,3,i used the ai to check my answers and if they matched i usually didn't question it but if they did i tried to see where either i or it went wrong,i'm not sure to be honest,
6a0a1d0620ab03bd3ef2d77a,reflection-task,2026-08-16T19:28:43.450306+00:00,True,33,['Woman'],Writer,Native English speaker,Doctoral degree,Several times a day,D,1,90.0,A,0,81.0,D,0,83.0,D,0,58.0,D,1,82.0,B,0,83.0,D,0,81.0,D,0,82.0,C,0,80.0,A,1,89.0,D,1,79.0,D,0,68.0,4,79.67,8.0,5.0,1.0,4.0,1.0,4.0,1.0,5.0,5.0,1.0,5.0,4.0,87.5,7.0,5.0,6.0,6.0,4.0,5.0,5.0,6.0,1.5,8.0,5.0,6.0,19.0,8.0,5.0,8.5,3.0,4.0,4.0,4.0,2.0,2.0,2.5,4.0,5.0,4.0,4.0,5.0,2.0,5.0,4.0,4.38,1,1,1,14,9,1,10,10,5,12,5,2,I copied and pasted the question verbatim and then checked the AI's reasoning or asked it to double-check its own reasoning.,This did not change the way I task. I often use copy and paste to make sure that the AI has the full details when doing tasking.,
6a391d8950b4a5bd0c31b39c,reflection-task,2026-08-16T19:31:11.557196+00:00,True,30,['Woman'],Coordinator,Fully fluent,Lower tertiary education degree (Bachelor's level),About once a day,D,1,67.0,B,1,62.0,D,0,64.0,B,0,79.0,D,1,80.0,A,0,89.0,B,1,65.0,C,0,91.0,C,0,75.0,D,0,61.0,D,1,59.0,D,0,91.0,5,73.58,-11.97,3.0,3.0,4.0,1.0,3.0,3.0,4.0,5.0,2.0,3.0,1.0,67.5,6.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,0.5,20.0,20.0,16.0,13.0,18.0,18.0,17.5,4.0,4.0,4.0,4.0,4.0,4.0,3.33,4.0,4.0,2.0,3.0,2.0,1.0,3.0,4.0,3.38,1,1,1,16,12,10,10,12,10,12,5,3,,,
6a024f725261d2958f108b09,reflection-task,2026-08-16T19:46:08.148768+00:00,True,24,['Woman'],transport planner,Native English speaker,Lower tertiary education degree (Bachelor's level),A few times a week,D,1,27.0,B,1,72.0,A,1,93.0,D,0,76.0,D,1,73.0,C,1,83.0,B,1,74.0,D,0,28.0,D,0,18.0,A,1,67.0,B,0,75.0,D,0,17.0,7,58.58,27.06,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,50.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-2.5,13.0,1.0,4.0,9.0,8.0,5.0,6.67,2.0,2.0,2.0,2.0,2.0,3.0,2.83,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,3.25,1,1,0,25,8,2,9,8,6,4,5,4,none,none,
65099be3415f7ca701bb2a0b,reflection-task,2026-08-16T19:47:36.331332+00:00,True,37,['Woman'],project manager,Native English speaker,Higher tertiary education degree (Master's level),A few times a week,D,1,61.0,C,0,79.0,D,0,66.0,A,1,30.0,C,0,75.0,C,1,59.0,B,1,65.0,D,0,42.0,B,1,72.0,D,0,55.0,D,1,72.0,D,0,72.0,6,62.33,-5.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,5.0,2.0,4.0,1.0,77.5,6.0,6.0,5.0,3.0,6.0,2.0,3.0,3.0,0.25,14.0,2.0,4.0,15.0,14.0,16.0,10.83,4.0,5.0,2.0,4.0,3.0,4.0,3.67,4.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,2.62,1,1,1,27,10,9,8,8,3,7,2,4,I mostly relied on the AI as I found the questions complicated. This ment I had to put my trust in the AI.,I think it was to see how I would feel after completing a task repeatedly and if this increased my use of AI in the later stages of the task compared to the beginning,no
6a04ae863ac91cfca3e95923,reflection-task,2026-08-16T19:52:22.713676+00:00,True,21,['Woman'],Student,Fully fluent,Lower tertiary education degree (Bachelor's level),A few times a week,D,1,93.0,B,1,82.0,D,0,26.0,D,0,83.0,A,0,95.0,B,0,100.0,D,0,98.0,A,1,74.0,B,1,87.0,A,1,71.0,D,1,72.0,B,1,85.0,7,80.5,0.17,3.0,3.0,4.0,1.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,65.0,6.0,6.0,5.0,3.0,2.0,2.0,5.0,4.0,0.12,20.0,16.0,17.0,13.0,9.0,18.0,15.5,2.0,3.0,3.0,4.0,4.0,1.0,2.5,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.12,1,1,1,21,10,7,11,10,3,11,4,4,i checked it with the ai,"i dont use ai often as i can usually handle them on my own, but i feel like i have abused ai in this task as i had to use ai no matter what",
66620cf0297a4b3c61f5a8ee,reflection-task,2026-08-16T19:56:26.770110+00:00,True,22,['Man'],accountant,Native English speaker,Lower tertiary education degree (Bachelor's level),About once a week,D,1,85.0,C,0,80.0,A,1,67.0,B,0,78.0,D,1,86.0,B,0,80.0,B,1,86.0,A,1,59.0,C,0,85.0,A,1,61.0,A,0,24.0,B,1,69.0,7,71.67,3.89,1.0,5.0,2.0,1.0,2.0,5.0,1.0,5.0,3.0,3.0,3.0,30.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,-1.25,15.0,3.0,16.0,10.0,2.0,19.0,10.83,4.0,4.0,2.0,1.0,4.0,4.0,4.17,2.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.25,1,1,1,35,8,6,4,2,5,2,4,2,"at first, i tried to answer the question myself. but i realised it was much quicker just to use the ai, even if it got some of the questions wrong",no,
61fa90b1d42cb19beec491c3,reflection-task,2026-08-16T19:58:08.591371+00:00,True,37,['Man'],Joiner,Native English speaker,Vocational college degree,About once a day,D,1,92.0,C,0,79.0,D,0,74.0,D,0,73.0,D,1,92.0,B,0,91.0,B,1,69.0,A,1,91.0,B,1,83.0,D,0,83.0,D,1,70.0,D,0,75.0,6,81.0,3.67,3.0,2.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,57.5,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,0.12,18.0,9.0,9.0,2.0,5.0,8.0,8.5,2.0,4.0,2.0,2.0,5.0,4.0,3.83,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,2.88,1,1,1,33,8,2,5,1,0,2,3,4,"i copied and pasted the questions and scenario before asking what the AI's conclusion was then had a quick rundown before asking how sure it was, sometimes then having a longer look through the data to see if there was something a computer would overlook",I had to be more involved in understanding the scenarios than if id not have reflected at all,It was very run and i'd love to do more in the future! Thanks
59e74a640fb3a90001bd9867,reflection-task,2026-08-16T19:58:49.123570+00:00,True,40,['Woman'],Carer,Native English speaker,Lower tertiary education degree (Bachelor's level),Several times a day,D,1,63.0,A,0,72.0,D,0,67.0,C,0,67.0,D,1,78.0,B,0,70.0,B,1,69.0,A,1,81.0,B,1,64.0,D,0,67.0,B,0,59.0,A,0,49.0,5,67.17,6.57,4.0,2.0,4.0,2.0,4.0,2.0,4.0,5.0,2.0,4.0,2.0,75.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,0.62,19.0,2.0,7.0,5.0,4.0,18.0,9.17,2.0,4.0,3.0,4.0,3.0,2.0,2.67,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.75,1,1,1,17,10,6,10,9,3,10,2,2,I glanced over the questions and did a quick calculation in my head,i started copying the ai answers for the post reflection,I found it interesting at first but then got a bit bored
6a01c9b02847d30e43b0a264,reflection-task,2026-08-16T20:01:26.663617+00:00,True,50,['Man'],IT Professional,Native English speaker,Lower tertiary education degree (Bachelor's level),A few times a week,D,1,82.0,D,0,85.0,A,1,42.0,D,0,64.0,D,1,75.0,B,0,89.0,A,0,93.0,D,0,71.0,C,0,78.0,A,1,97.0,B,0,78.0,B,1,78.0,5,77.67,-4.91,4.0,3.0,4.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,62.5,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,1.88,20.0,14.0,16.0,16.0,16.0,16.0,16.33,4.0,4.0,2.0,3.0,3.0,3.0,3.5,5.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,3.88,1,1,1,29,12,2,11,10,1,10,3,4,"Tried to do them in my head but this wasn't easy, it was possible to do some sense checking though",Made me consider how the AI was used and it's reliability,This was a long study! AI was very impressive though
669e58ff5a1c84c90a37a962,reflection-task,2026-08-16T20:04:12.905356+00:00,True,53,['Woman'],Teaching assistant,Native English speaker,Doctoral degree,Several times a day,D,1,76.0,D,0,62.0,D,0,73.0,C,0,86.0,D,1,86.0,C,1,88.0,D,0,49.0,D,0,76.0,B,1,78.0,D,0,23.0,D,1,72.0,D,0,19.0,5,65.67,24.57,5.0,4.0,4.0,2.0,4.0,2.0,4.0,5.0,2.0,3.0,3.0,67.5,6.0,2.0,4.0,3.0,3.0,5.0,4.0,6.0,0.12,20.0,4.0,19.0,2.0,19.0,19.0,13.83,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.62,1,1,1,27,8,3,8,8,2,8,4,4,I used a pen and paper!,It made me think about whether the AI could think the same as a person,I really enjoyed this although my brain is fried now.  This would be so helpful for timetabling in school and to work out where gaps are
