participantId,condition,savedAt,completed,age,gender,profession,fluency,education,ai_use,ypc_02_answer,ypc_02_correct,ypc_02_confidence,ypc_03_answer,ypc_03_correct,ypc_03_confidence,ypc_05_answer,ypc_05_correct,ypc_05_confidence,ypc_06_answer,ypc_06_correct,ypc_06_confidence,car_racing_01_answer,car_racing_01_correct,car_racing_01_confidence,car_racing_02_answer,car_racing_02_correct,car_racing_02_confidence,car_racing_03_answer,car_racing_03_correct,car_racing_03_confidence,car_racing_05_answer,car_racing_05_correct,car_racing_05_confidence,graduation_party_01_answer,graduation_party_01_correct,graduation_party_01_confidence,graduation_party_05_answer,graduation_party_05_correct,graduation_party_05_confidence,graduation_party_06_answer,graduation_party_06_correct,graduation_party_06_confidence,graduation_party_07_answer,graduation_party_07_correct,graduation_party_07_confidence,n_correct,mean_confidence,metacog_sensitivity,sus_1,sus_2,sus_3,sus_4,sus_5,sus_6,sus_7,sus_8,sus_9,sus_10,sus_11,sus_aggregate,ueq_1,ueq_2,ueq_3,ueq_4,ueq_5,ueq_6,ueq_7,ueq_8,ueq_aggregate,tlx_1,tlx_2,tlx_3,tlx_4,tlx_5,tlx_6,tlx_aggregate,nfc_1,nfc_2,nfc_3,nfc_4,nfc_5,nfc_6,nfc_aggregate,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_aggregate,attn_instruction,attn_post,attn_sus,msgs_to_ai,pre_with_ai,pre_without_ai,pre_ai_alone,post_with_ai,post_without_ai,post_ai_alone,I usually double-checked AI-generated answers before relying on them.,The step by step reply shown in this study changed how I interacted with the AI.,The multiple alternatives reply helped me evaluate the AI’s answer more carefully.,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?","If you have any further comments about your interaction with the AI, please share them here."
6a06e63d31c90ee68757b0d3,ai,2026-07-17T14:31:15.747044+00:00,True,57,['Woman'],Education,Native English speaker,Vocational college degree,Several times a day,D,1,86.0,D,0,81.0,D,0,97.0,D,0,98.0,D,1,99.0,B,0,97.0,D,0,97.0,A,1,78.0,B,1,96.0,A,1,98.0,D,1,97.0,A,0,86.0,6,92.5,-0.33,5.0,2.0,5.0,1.0,5.0,2.0,5.0,5.0,1.0,5.0,3.0,90.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,20.0,13.0,10.0,20.0,14.0,6.0,13.83,3.0,4.0,3.0,2.0,4.0,4.0,3.67,5.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,4.88,1,1,1,16,12,6,12,12,4,12,3,,,Tried to get answer myself and if unable then relied on AI,,
6a271c0daa928450f32c7507,ai,2026-07-17T14:36:52.512250+00:00,True,34,['Man'],carer counsellor,Native English speaker,Lower tertiary education degree (Bachelor's level),About once a day,D,1,91.0,D,0,100.0,D,0,100.0,C,0,66.0,D,1,100.0,C,1,94.0,B,1,80.0,A,1,91.0,B,1,92.0,A,1,78.0,D,1,100.0,A,0,84.0,8,89.67,3.25,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,4.0,1.0,97.5,7.0,1.0,7.0,1.0,6.0,6.0,6.0,7.0,1.12,20.0,15.0,15.0,13.0,20.0,18.0,16.83,2.0,3.0,4.0,3.0,3.0,3.0,2.67,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,4.75,1,1,1,16,12,10,12,10,4,10,4,,,"I first read the scenario and question,  used the AI to answer the question, then i read through the explanation and compared the analysis to the scenario,",,The explanations and analysis were very detailed which made it quite convincing and trustworthy
65b9a002909e6b9bd3520066,ai,2026-07-17T14:36:54.224179+00:00,True,54,['Woman'],police staff,Native English speaker,Lower tertiary education degree (Bachelor's level),A few times a week,D,1,92.0,A,0,91.0,D,0,93.0,D,0,92.0,D,1,92.0,B,0,92.0,B,1,94.0,D,0,93.0,B,1,93.0,A,1,94.0,D,1,94.0,D,0,93.0,6,92.75,0.83,4.0,2.0,5.0,1.0,4.0,2.0,4.0,5.0,1.0,4.0,2.0,82.5,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,1.5,3.0,3.0,4.0,14.0,5.0,3.0,5.33,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.12,1,1,1,15,12,8,12,12,7,12,2,,,I relied on AI as the items were very intense for me to work out manually would have been very time consuming and did not appear effect use of time,,
6a06fc17dd60a09eb3ac9bbd,ai,2026-07-17T14:43:48.857918+00:00,True,23,['Prefer not to disclose'],employed,Native English speaker,Lower tertiary education degree (Bachelor's level),A few times a week,D,1,86.0,C,0,95.0,A,1,85.0,D,0,52.0,D,1,84.0,B,0,83.0,D,0,84.0,C,0,87.0,B,1,100.0,A,1,80.0,D,1,89.0,C,0,90.0,6,84.58,5.5,3.0,2.0,4.0,1.0,3.0,3.0,5.0,5.0,2.0,4.0,1.0,75.0,6.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0,0.12,3.0,4.0,4.0,15.0,3.0,2.0,5.17,4.0,4.0,1.0,1.0,4.0,4.0,4.33,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.75,1,1,1,15,11,10,11,11,10,12,4,,,,,
5f160514e2a4062d2a0ded58,ai,2026-07-17T14:44:24.343641+00:00,True,29,['Man'],Manager,Native English speaker,Upper secondary school / High school,A few times a week,D,1,76.0,B,1,81.0,A,1,72.0,A,1,86.0,D,1,100.0,B,0,84.0,D,0,82.0,A,1,65.0,B,1,74.0,A,1,85.0,B,0,81.0,B,1,79.0,9,80.42,-2.56,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,100.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,6.0,2.12,4.0,1.0,5.0,17.0,3.0,4.0,5.67,3.0,3.0,4.0,3.0,4.0,4.0,3.17,4.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,4.25,1,0,1,14,10,8,10,12,8,11,3,,,trust in ai,,
6a00e2783fab0770e1f95674,ai,2026-07-17T14:48:26.949864+00:00,True,29,['Man'],Student,Native English speaker,Lower tertiary education degree (Bachelor's level),Several times a day,D,1,99.0,A,0,96.0,D,0,97.0,D,0,99.0,D,1,98.0,B,0,94.0,B,1,97.0,B,0,98.0,B,1,99.0,D,0,98.0,B,0,90.0,B,1,93.0,5,96.5,1.2,5.0,1.0,5.0,1.0,4.0,1.0,5.0,5.0,1.0,4.0,1.0,95.0,6.0,6.0,4.0,7.0,4.0,6.0,5.0,6.0,1.5,5.0,2.0,3.0,10.0,5.0,1.0,4.33,5.0,4.0,1.0,1.0,1.0,5.0,4.17,5.0,2.0,5.0,4.0,3.0,1.0,5.0,5.0,4.25,1,1,1,13,7,4,5,12,6,9,2,,,"i trusted the ai, also based on my own understanding",,
6a1002dabe7f5c918f052d3e,ai,2026-07-17T15:17:16.588964+00:00,True,31,['Man'],data information,Native English speaker,Higher tertiary education degree (Master's level),About once a day,B,0,69.0,B,1,89.0,C,0,93.0,A,1,83.0,A,0,90.0,D,0,87.0,B,1,89.0,A,1,94.0,A,0,79.0,A,1,86.0,A,0,68.0,A,0,78.0,5,83.75,7.63,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,52.5,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.12,19.0,19.0,16.0,18.0,19.0,6.0,16.17,1.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,1,1,0,15,11,11,10,11,10,10,4,,,my head,,none
6a0247c711c1663a4074fa1b,ai,2026-07-17T16:35:59.376264+00:00,True,47,['Man'],service advisor,Native English speaker,Vocational college degree,A few times a week,D,1,63.0,D,0,55.0,D,0,51.0,C,0,52.0,D,1,42.0,B,0,43.0,B,1,35.0,C,0,40.0,B,1,49.0,D,0,6.0,D,1,23.0,D,0,36.0,5,41.25,1.97,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,57.5,7.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,0.25,16.0,2.0,10.0,18.0,9.0,2.0,9.5,3.0,2.0,3.0,3.0,4.0,2.0,2.83,4.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,3.75,1,1,1,17,6,2,8,9,0,12,5,,,"i didnt, too complicated and AI did all the heavy lifting ",,
69fdda7887e460a4d33c272a,ai,2026-07-17T16:39:40.356096+00:00,True,20,['Man'],accounting,Native English speaker,Lower tertiary education degree (Bachelor's level),About once a day,D,1,87.0,B,1,89.0,A,1,6.0,B,0,89.0,D,1,73.0,B,0,91.0,B,1,71.0,C,0,71.0,B,1,86.0,A,1,80.0,B,0,89.0,D,0,79.0,7,75.92,-13.51,4.0,2.0,5.0,1.0,4.0,1.0,5.0,5.0,2.0,4.0,1.0,87.5,6.0,7.0,6.0,7.0,4.0,4.0,2.0,2.0,0.75,9.0,5.0,4.0,16.0,3.0,2.0,6.5,4.0,4.0,2.0,2.0,5.0,5.0,4.33,5.0,4.0,1.0,1.0,4.0,2.0,4.0,3.0,3.25,1,1,1,19,10,12,9,8,10,8,4,,,"i just asked the ai o be sure of its answer, usually makes them double check the workings",,
5c4f9227af9f500001be902e,ai,2026-07-17T16:59:49.109307+00:00,True,45,['Woman'],Team leader,Native English speaker,Upper secondary school / High school,Several times a day,D,1,52.0,A,0,95.0,D,0,100.0,D,0,45.0,D,1,89.0,B,0,80.0,B,1,71.0,D,0,65.0,B,1,90.0,D,0,79.0,D,1,81.0,D,0,80.0,5,77.25,-1.11,3.0,4.0,4.0,1.0,4.0,4.0,4.0,5.0,2.0,4.0,1.0,67.5,6.0,6.0,3.0,4.0,3.0,4.0,4.0,2.0,0.0,13.0,1.0,1.0,15.0,14.0,3.0,7.83,2.0,2.0,4.0,4.0,5.0,3.0,2.67,4.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,3.38,1,1,1,32,8,5,10,8,2,6,2,,,"When I wasn't the answer that the AI gave was correct to what I had, it made me question it more, and when I did, it changed it mind, which made me check what it was saying more, and asking the AI to give more proof behind it's answer.  That was the point that made me realise that the answers it gave in the earlier questions wasn't to be trusted. ",,
679153802a458f825959cf4a,ai,2026-07-17T17:02:51.982270+00:00,True,46,['Man'],Mechanical engineer,Native English speaker,Lower tertiary education degree (Bachelor's level),Several times a day,D,1,100.0,D,0,57.0,D,0,94.0,B,0,81.0,D,1,63.0,C,1,87.0,D,0,67.0,D,0,64.0,B,1,76.0,D,0,56.0,D,1,74.0,C,0,49.0,5,72.33,13.14,4.0,1.0,5.0,1.0,4.0,1.0,5.0,5.0,1.0,5.0,2.0,92.5,7.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,2.62,15.0,2.0,13.0,15.0,12.0,13.0,11.67,3.0,3.0,2.0,3.0,4.0,4.0,3.5,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.88,1,1,1,13,10,8,11,8,6,11,4,,,i mostly compared my answers and that of the generative AI,,no comment
5908ee77d4b33900015cb3f7,ai,2026-07-17T17:03:24.628270+00:00,True,53,['Woman'],pharmacist,Native English speaker,Higher tertiary education degree (Master's level),About once a day,A,0,93.0,C,0,89.0,D,0,86.0,C,0,88.0,A,0,83.0,D,0,89.0,B,1,82.0,A,1,91.0,C,0,59.0,D,0,93.0,D,1,95.0,B,1,66.0,4,84.5,-1.5,4.0,1.0,5.0,1.0,4.0,2.0,4.0,5.0,1.0,5.0,2.0,87.5,4.0,2.0,5.0,2.0,4.0,4.0,6.0,6.0,0.12,20.0,15.0,18.0,20.0,20.0,4.0,16.17,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,5.0,3.0,5.0,4.0,3.5,0,1,1,22,6,1,9,9,0,9,1,,,To be honest I gave up trying to work out the answers myself.  It was too difficult.  I 100% relied on AI,,None
6702f60844f21087e0840e3d,ai,2026-07-17T17:05:22.800363+00:00,True,30,['Woman'],Customer relations,Native English speaker,Higher tertiary education degree (Master's level),Several times a day,D,1,98.0,B,1,92.0,A,1,95.0,A,1,90.0,D,1,91.0,B,0,90.0,B,1,93.0,D,0,93.0,B,1,92.0,A,1,92.0,D,1,92.0,B,1,92.0,10,92.5,1.2,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,100.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.88,9.0,2.0,1.0,17.0,8.0,1.0,6.33,1.0,1.0,5.0,5.0,3.0,1.0,1.33,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,4.75,1,0,1,16,11,5,11,11,5,10,5,,,read the actual texts and followed the AI response closely to make sure it's correct,,n/a
6a11e96e121c58edac86d8ae,ai,2026-07-17T17:07:24.996701+00:00,True,31,['Man'],Manager,Native English speaker,Lower tertiary education degree (Bachelor's level),Several times a day,D,1,78.0,B,1,93.0,A,1,61.0,B,0,87.0,A,0,68.0,D,0,59.0,B,1,98.0,A,1,96.0,A,0,67.0,B,0,80.0,D,1,98.0,A,0,98.0,6,81.92,10.83,3.0,2.0,4.0,1.0,4.0,2.0,4.0,5.0,1.0,3.0,1.0,77.5,5.0,5.0,4.0,4.0,6.0,6.0,4.0,5.0,0.88,17.0,8.0,9.0,16.0,13.0,2.0,10.83,4.0,5.0,1.0,2.0,4.0,4.0,4.33,3.0,4.0,3.0,2.0,5.0,4.0,2.0,3.0,3.0,1,1,1,19,10,7,11,6,8,6,4,,,Went through the scenario carefully and compared with the AIs answers,,"This was a very well thought out study,I enjoyed taking part"
6a07018cc4b031d691ad7868,ai,2026-07-17T17:07:43.060977+00:00,True,38,['Woman'],IT Manager,Native English speaker,Higher tertiary education degree (Master's level),Several times a day,D,1,65.0,A,0,94.0,A,1,92.0,D,0,75.0,D,1,74.0,B,0,91.0,B,1,98.0,A,1,82.0,B,1,78.0,D,0,86.0,B,0,99.0,B,1,100.0,7,86.17,-4.86,5.0,1.0,5.0,2.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,87.5,7.0,5.0,7.0,6.0,7.0,7.0,6.0,7.0,2.5,14.0,4.0,5.0,18.0,19.0,1.0,10.17,4.0,5.0,1.0,1.0,5.0,5.0,4.83,5.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,4.62,1,1,1,15,10,7,8,12,2,12,5,,,I just followed the instruction given in other to provide answers,,Thank you very much.
6a1705de4d66fdccca1d1192,ai,2026-07-17T17:13:40.324421+00:00,True,33,['Woman'],Internal Recruiter,Native English speaker,Lower tertiary education degree (Bachelor's level),Several times a day,D,1,94.0,A,0,30.0,D,0,34.0,A,1,92.0,D,1,87.0,B,0,95.0,D,0,94.0,D,0,73.0,B,1,89.0,A,1,89.0,B,0,91.0,D,0,89.0,5,79.75,17.91,4.0,3.0,4.0,1.0,4.0,2.0,4.0,5.0,3.0,4.0,1.0,75.0,7.0,3.0,6.0,5.0,3.0,3.0,6.0,6.0,0.88,14.0,2.0,2.0,18.0,18.0,8.0,10.33,3.0,4.0,2.0,2.0,4.0,3.0,3.67,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.75,1,1,1,83,11,10,10,9,8,8,4,,,I tried to get the AI to check its own workings. Occasionally I would just reask the question to see if it came to the same answer. I would also try to get it to summarise its answers to I could see how it was reaching the conclusions. Some of the wording in the scenarios at the end was a bit ambiguous so it was hard to feel confident in your answer.,,
6a0b25192c5d95c79b377fc8,ai,2026-07-17T17:36:18.904800+00:00,True,20,['Woman'],Engineering Student,Fully fluent,Upper secondary school / High school,About once a day,D,1,87.0,A,0,80.0,A,1,79.0,B,0,82.0,A,0,82.0,B,0,84.0,B,1,79.0,A,1,81.0,B,1,92.0,D,0,76.0,D,1,82.0,A,0,82.0,6,82.17,2.33,5.0,1.0,5.0,2.0,4.0,1.0,5.0,5.0,2.0,4.0,1.0,90.0,7.0,7.0,5.0,6.0,5.0,5.0,5.0,6.0,1.75,2.0,1.0,2.0,11.0,3.0,5.0,4.0,1.0,2.0,2.0,4.0,3.0,4.0,2.67,5.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,4.25,1,1,1,14,12,2,12,11,1,11,1,,,I mostly used the AI system ensuring it had all the information,,
67118c5934ddcc26346c3183,ai,2026-07-17T17:37:02.305740+00:00,True,30,['Woman'],homemaker,Fully fluent,Upper secondary school / High school,A few times a week,D,1,62.0,A,0,69.0,D,0,60.0,A,1,54.0,D,1,63.0,B,0,71.0,D,0,63.0,B,0,61.0,B,1,57.0,B,0,67.0,B,0,61.0,D,0,64.0,4,62.67,-5.5,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,52.5,6.0,4.0,6.0,5.0,6.0,6.0,3.0,5.0,1.12,16.0,11.0,4.0,16.0,14.0,3.0,10.67,2.0,4.0,1.0,1.0,4.0,3.0,3.83,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.75,1,0,1,29,10,5,10,8,6,10,3,,,i tried to read the scenerio and get help from ai to understand more better.,,it was good experience.
6a073f16a1eef181e8a76922,ai,2026-07-17T17:41:06.181712+00:00,True,40,['Man'],Technology Researcher,Fully fluent,Higher tertiary education degree (Master's level),Several times a day,A,0,100.0,C,0,100.0,D,0,100.0,B,0,100.0,D,1,100.0,C,1,99.0,B,1,100.0,C,0,100.0,C,0,99.0,D,0,99.0,B,0,98.0,D,0,100.0,3,99.58,0.11,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,100.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,20.0,20.0,10.0,20.0,20.0,1.0,15.17,3.0,5.0,1.0,1.0,5.0,5.0,4.67,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.5,1,1,1,16,1,8,10,12,8,10,5,,,I co-exist with the AI to solve the task,,The AI is very good with the way it process the prompt
6a19406dba2ddac41395a833,ai,2026-07-17T17:50:49.028633+00:00,True,37,['Woman'],Dental technician,Fully fluent,Lower tertiary education degree (Bachelor's level),Several times a day,D,1,97.0,B,1,98.0,D,0,97.0,B,0,96.0,D,1,97.0,B,0,97.0,B,1,97.0,A,1,94.0,B,1,96.0,D,0,97.0,D,1,96.0,D,0,95.0,7,96.42,0.03,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,2.0,5.0,2.0,95.0,7.0,7.0,7.0,7.0,2.0,4.0,4.0,5.0,1.38,2.0,3.0,4.0,18.0,4.0,2.0,5.5,3.0,3.0,3.0,4.0,4.0,4.0,3.17,5.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,4.12,1,0,1,15,9,4,10,12,12,12,2,,,"I have used mainly AI and trusted it, as I have given all of the information needed. It has speeded up the time.",,None
69efb71c13372cd446d8b074,ai,2026-07-17T17:51:26.509437+00:00,True,34,['Man'],executive officer,Native English speaker,Higher tertiary education degree (Master's level),Several times a day,A,0,36.0,A,0,98.0,C,0,59.0,A,1,98.0,D,1,94.0,C,1,92.0,B,1,38.0,D,0,92.0,B,1,98.0,A,1,92.0,A,0,74.0,B,1,95.0,7,80.5,14.91,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,100.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,6.0,2.5,14.0,4.0,10.0,10.0,8.0,4.0,8.33,3.0,4.0,2.0,2.0,5.0,3.0,3.83,5.0,2.0,5.0,5.0,5.0,1.0,5.0,5.0,4.62,1,1,1,17,12,9,11,9,3,9,5,,,check my answers,,AI was very helpful in picking the correct answers. it helped to reduce mental stress.
6a01b9ffa327cfd876cd2caf,ai,2026-07-17T18:00:31.530051+00:00,True,29,['Woman'],Teacher,Fully fluent,Lower tertiary education degree (Bachelor's level),Several times a day,B,0,76.0,B,1,98.0,A,1,73.0,B,0,73.0,D,1,100.0,B,0,63.0,D,0,72.0,D,0,75.0,B,1,81.0,C,0,87.0,D,1,89.0,D,0,75.0,5,80.17,13.77,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,50.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,1.0,20.0,14.0,11.0,16.0,20.0,14.0,15.83,4.0,4.0,2.0,2.0,4.0,3.0,3.83,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1,1,1,16,10,8,10,5,6,9,5,,,,,
63d0e55975e5beb4cdb7b188,ai,2026-07-20T11:41:27.807580+00:00,True,30,['Man'],Transcriptionist,Native English speaker,Vocational college degree,Several times a day,D,1,85.0,A,0,85.0,D,0,100.0,B,0,91.0,D,1,82.0,B,0,100.0,B,1,82.0,B,0,80.0,B,1,89.0,D,0,92.0,B,0,74.0,D,0,84.0,4,87.0,-3.75,5.0,2.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,97.5,7.0,7.0,7.0,6.0,5.0,7.0,5.0,3.0,1.88,2.0,1.0,1.0,15.0,7.0,1.0,4.5,4.0,3.0,2.0,2.0,4.0,3.0,3.67,5.0,3.0,5.0,5.0,4.0,1.0,5.0,5.0,4.62,1,1,1,21,10,4,10,12,1,12,3,,,"I asked the AI, then checked to see if it was correct looking through the scenario.",,"No, none. Was interesting to do."
62e02b26e879244a99e852fa,ai,2026-07-20T11:44:49.080364+00:00,True,50,['Man'],Company Director,Native English speaker,Lower tertiary education degree (Bachelor's level),Several times a day,D,1,44.0,C,0,33.0,A,1,33.0,B,0,37.0,D,1,82.0,B,0,55.0,B,1,64.0,C,0,52.0,B,1,33.0,A,1,29.0,D,1,52.0,D,0,57.0,7,47.58,1.34,3.0,1.0,5.0,1.0,4.0,1.0,4.0,5.0,1.0,4.0,1.0,87.5,4.0,6.0,6.0,2.0,4.0,4.0,2.0,2.0,-0.25,9.0,1.0,9.0,7.0,7.0,13.0,7.67,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,3.62,1,1,1,13,7,5,5,8,4,7,2,,,Just had a quick look to see if the answers sounded plausible.,,
57f9238bc786ac00011ebc72,ai,2026-07-20T11:45:02.037301+00:00,True,31,['Man'],Senior Account Manager,Native English speaker,Higher tertiary education degree (Master's level),Several times a day,D,1,44.0,A,0,40.0,D,0,42.0,D,0,37.0,D,1,100.0,B,0,100.0,B,1,100.0,A,1,45.0,B,1,100.0,D,0,33.0,D,1,43.0,D,0,48.0,6,61.0,22.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,5.0,2.0,3.0,2.0,67.5,4.0,5.0,5.0,5.0,1.0,1.0,4.0,1.0,-0.75,16.0,1.0,1.0,16.0,14.0,12.0,10.0,1.0,2.0,5.0,5.0,2.0,2.0,1.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,1,1,15,6,3,6,4,3,4,4,,,"I inputted the scenario provided into the AI agent, alongside the specific questions that needed to be assessed. From there, I asked it to answer the questions provided, bolding up any key bits of information relevant to solving the questions to determine which were correct, if either.",,
677c5eca7746c5274a7d88a4,ai,2026-07-20T12:00:12.499952+00:00,True,34,['Woman'],Software Engineer,Native English speaker,Lower tertiary education degree (Bachelor's level),A few times a week,A,0,48.0,D,0,40.0,A,1,40.0,A,1,36.0,D,1,66.0,B,0,68.0,A,0,83.0,D,0,68.0,C,0,32.0,A,1,73.0,B,0,58.0,D,0,45.0,4,54.75,-1.5,4.0,2.0,4.0,2.0,4.0,1.0,4.0,5.0,2.0,4.0,1.0,80.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,1.62,13.0,4.0,6.0,10.0,8.0,4.0,7.5,4.0,4.0,2.0,4.0,4.0,4.0,3.67,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.75,1,1,1,15,9,6,12,7,8,7,4,,,I used the Ai assstant provided to answer some questions.,,
69f1cef04898374f3c779ab0,ai,2026-07-20T12:01:43.552887+00:00,True,39,['Woman'],backend developer,Native English speaker,Higher tertiary education degree (Master's level),A few times a week,B,0,80.0,B,1,60.0,A,1,100.0,D,0,11.0,D,1,100.0,B,0,100.0,B,1,72.0,D,0,100.0,B,1,97.0,A,1,81.0,D,1,73.0,B,1,45.0,8,76.58,5.75,5.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,90.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,2.5,19.0,15.0,4.0,5.0,16.0,8.0,11.17,5.0,5.0,1.0,5.0,5.0,5.0,4.33,5.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,3.88,1,1,1,31,10,8,12,12,8,12,5,,,questioning the AI if its sure or if it can double check or give me its reasoning behind the answer.,,
5cab22cd68194f001511b2d6,ai,2026-07-20T12:06:10.917784+00:00,True,38,['Woman'],Junior accountant,Native English speaker,Upper secondary school / High school,A few times a week,D,1,100.0,D,0,98.0,D,0,100.0,A,1,100.0,D,1,100.0,A,0,100.0,B,1,82.0,A,1,52.0,B,1,100.0,A,1,99.0,D,1,100.0,D,0,95.0,8,93.83,-6.62,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,100.0,7.0,7.0,7.0,7.0,4.0,5.0,4.0,4.0,1.62,19.0,1.0,3.0,17.0,17.0,2.0,9.83,2.0,2.0,1.0,3.0,4.0,3.0,3.17,5.0,5.0,4.0,4.0,5.0,2.0,4.0,4.0,4.38,1,1,1,29,10,4,8,10,4,10,5,,,I asked the AI the question and then I checked its reasoning against the scenario and decided whether I thought it was correct or not.,,
6a0464c4873f031f438f0327,ai,2026-07-20T12:06:15.624419+00:00,True,29,['Man'],Finance,Fully fluent,Doctoral degree,Several times a day,D,1,93.0,C,0,97.0,D,0,79.0,B,0,31.0,D,1,66.0,C,1,74.0,B,1,97.0,D,0,47.0,C,0,76.0,A,1,93.0,A,0,66.0,B,1,90.0,6,75.75,19.5,4.0,2.0,4.0,4.0,5.0,3.0,5.0,5.0,1.0,5.0,4.0,72.5,6.0,3.0,5.0,6.0,5.0,6.0,7.0,6.0,1.5,19.0,20.0,3.0,19.0,19.0,3.0,13.83,5.0,5.0,1.0,2.0,5.0,1.0,4.17,5.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,3.88,1,1,1,17,10,8,11,10,8,10,5,,,I double checked every answer and re read every scenario till i fully understood the message,,
6a1d6ed2d1f659ae0b6ed638,ai,2026-07-20T12:13:52.670298+00:00,True,23,['Woman'],Student,Native English speaker,Lower tertiary education degree (Bachelor's level),A few times a week,D,1,65.0,A,0,56.0,A,1,58.0,A,1,33.0,D,1,76.0,B,0,72.0,B,1,67.0,D,0,63.0,B,1,65.0,A,1,58.0,B,0,44.0,B,1,41.0,8,58.17,-0.88,3.0,2.0,4.0,1.0,4.0,1.0,3.0,5.0,1.0,4.0,2.0,77.5,5.0,3.0,4.0,7.0,4.0,5.0,3.0,2.0,0.12,6.0,2.0,4.0,17.0,9.0,2.0,6.67,4.0,5.0,1.0,1.0,4.0,5.0,4.67,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.12,1,1,1,16,12,12,8,10,9,10,2,,,"AI use for summarising, reading over the scenarios",,
